#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,BUF 22,4,2:36,21,Punt,0,Bills,10.0,2024,145
2,1,9:06,BUF 47,9,3:33,42,Field Goal,0,Bills,10.0,2024,145
3,1,3:31,BUF 30,8,3:23,42,Downs,0,Bills,10.0,2024,145
4,2,9:22,BUF 30,1,0:10,0,Interception,0,Bills,10.0,2024,145
5,2,6:32,BUF 30,8,4:18,70,Touchdown,0,Bills,10.0,2024,145
6,2,1:10,BUF 11,8,1:10,60,Field Goal,0,Bills,10.0,2024,145
7,3,12:48,BUF 23,7,3:20,13,Punt,0,Bills,10.0,2024,145
8,3,5:36,BUF 49,1,0:07,0,Interception,0,Bills,10.0,2024,145
9,3,2:45,BUF 30,13,6:47,60,Field Goal,0,Bills,10.0,2024,145
10,4,9:46,BUF 16,13,6:42,84,Touchdown,0,Bills,10.0,2024,145
11,4,0:02,BUF 30,1,0:02,-1,End of Game,0,Bills,10.0,2024,145
