Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Jordan Battle,CIN,0,4,4,100.0%,49.0,12.3,12.3,0.0,117.7,7.3,29.0,20.0,0,0,0,0.0,0,7,0,0.0%,10.0,2024,139
Cam Taylor-Britt,CIN,0,6,4,66.7%,21.0,5.3,3.5,0.0,72.2,13.0,15.0,6.0,0,0,0,0.0,0,4,0,0.0%,10.0,2024,139
Logan Wilson,CIN,0,4,3,75.0%,21.0,7.0,5.3,1.0,126.0,10.5,12.0,9.0,1,0,0,0.0,0,8,1,11.1%,10.0,2024,139
DJ Turner,CIN,0,6,3,50.0%,128.0,42.7,21.3,1.0,135.4,10.3,28.0,100.0,0,0,0,0.0,0,3,1,25.0%,10.0,2024,139
Geno Stone,CIN,0,4,3,75.0%,41.0,13.7,10.3,1.0,146.9,5.5,25.0,16.0,0,0,0,0.0,0,3,2,40.0%,10.0,2024,139
Mike Hilton,CIN,0,3,2,66.7%,25.0,12.5,8.3,0.0,92.4,3.7,10.0,15.0,2,1,0,0.0,1,5,0,0.0%,10.0,2024,139
Germaine Pratt,CIN,0,3,2,66.7%,8.0,4.0,2.7,0.0,70.1,-0.7,-2.0,10.0,0,0,0,0.0,0,8,0,0.0%,10.0,2024,139
Vonn Bell,CIN,0,1,1,100.0%,6.0,6.0,6.0,0.0,91.7,-2.0,-2.0,8.0,1,0,0,0.0,0,2,0,0.0%,10.0,2024,139
Josh Newton,CIN,0,1,1,100.0%,5.0,5.0,5.0,1.0,127.1,5.0,5.0,0.0,0,0,0,0.0,0,1,0,0.0%,10.0,2024,139
Trey Hendrickson,CIN,0,1,1,100.0%,11.0,11.0,11.0,0.0,112.5,5.0,5.0,6.0,0,0,0,0.0,0,3,0,0.0%,10.0,2024,139
Sam Hubbard,CIN,0,1,1,100.0%,3.0,3.0,3.0,0.0,79.2,-5.0,-5.0,8.0,0,0,0,0.0,0,1,0,0.0%,10.0,2024,139
Joseph Ossai,CIN,0,0,0,,,,,,,,,,0,0,1,0.0,1,3,0,0.0%,10.0,2024,139
Akeem Davis-Gaither,CIN,0,1,0,0.0%,,,0.0,,39.6,6.0,,,0,0,0,0.0,0,2,0,0.0%,10.0,2024,139
B.J. Hill,CIN,0,1,0,0.0%,6.0,,6.0,0.0,52.1,-2.0,-2.0,8.0,0,0,0,0.0,0,4,0,0.0%,10.0,2024,139
Roquan Smith,BAL,0,7,7,100.0%,130.0,18.6,18.6,1.0,158.3,6.7,47.0,83.0,2,0,1,0.0,1,12,0,0.0%,10.0,2024,139
Marlon Humphrey,BAL,0,11,5,45.5%,55.0,11.0,5.0,0.0,60.8,6.3,34.0,21.0,0,0,1,0.0,1,5,0,0.0%,10.0,2024,139
Trenton Simpson,BAL,0,7,5,71.4%,37.0,7.4,5.3,1.0,123.2,2.9,16.0,21.0,1,0,0,0.0,0,7,0,0.0%,10.0,2024,139
Brandon Stephens,BAL,0,10,5,50.0%,115.0,23.0,11.5,1.0,125.0,13.6,70.0,45.0,0,0,0,0.0,0,5,0,0.0%,10.0,2024,139
Ar'Darius Washington,BAL,0,6,4,66.7%,32.0,8.0,5.3,1.0,119.4,7.7,26.0,6.0,2,1,1,0.0,2,3,0,0.0%,10.0,2024,139
Marcus Williams,BAL,0,5,4,80.0%,57.0,14.3,11.4,0.0,114.2,14.4,43.0,14.0,0,0,0,0.0,0,5,0,0.0%,10.0,2024,139
Kyle Van Noy,BAL,0,2,1,50.0%,5.0,5.0,2.5,0.0,56.2,-0.5,-1.0,6.0,0,0,1,0.0,1,2,0,0.0%,10.0,2024,139
Tavius Robinson,BAL,0,1,1,100.0%,0.0,0.0,0.0,0.0,79.2,-1.0,-1.0,1.0,0,0,0,0.0,0,2,0,0.0%,10.0,2024,139
Arthur Maulet,BAL,0,1,1,100.0%,3.0,3.0,3.0,0.0,79.2,-5.0,-5.0,8.0,0,0,0,0.0,0,1,0,0.0%,10.0,2024,139
Kyle Hamilton,BAL,0,3,1,33.3%,9.0,9.0,3.0,0.0,42.4,8.0,8.0,1.0,0,0,0,0.0,0,4,0,0.0%,10.0,2024,139
Odafe Oweh,BAL,0,0,0,,,,,,,,,,0,0,4,0.0,4,2,0,0.0%,10.0,2024,139
Nnamdi Madubuike,BAL,0,0,0,,,,,,,,,,0,0,0,3.0,3,5,0,0.0%,10.0,2024,139
David Ojabo,BAL,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,1,100.0%,10.0,2024,139
Travis Jones,BAL,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%,10.0,2024,139
Nate Wiggins,BAL,0,6,0,0.0%,,,0.0,,39.6,13.2,,,0,0,0,0.0,0,0,0,,10.0,2024,139
