#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,13:02,NOR 12,13,6:07,83,Downs,1,Saints,10.0,2024,144
2,1,5:33,NOR 44,11,5:43,36,Field Goal,1,Saints,10.0,2024,144
3,2,12:06,NOR 43,4,1:18,57,Touchdown,1,Saints,10.0,2024,144
4,2,5:45,NOR 30,4,1:58,70,Touchdown,1,Saints,10.0,2024,144
5,2,0:15,NOR 25,1,0:15,-1,End of Half,1,Saints,10.0,2024,144
6,3,15:00,NOR 28,3,1:20,6,Punt,1,Saints,10.0,2024,144
7,3,5:42,NOR 31,6,2:58,61,Field Goal,1,Saints,10.0,2024,144
8,3,1:01,NOR 30,3,1:12,5,Punt,1,Saints,10.0,2024,144
9,4,13:51,NOR 38,3,2:09,9,Punt,1,Saints,10.0,2024,144
10,4,6:39,NOR 36,3,1:29,2,Punt,1,Saints,10.0,2024,144
11,4,1:59,NOR 38,3,0:24,6,Punt,1,Saints,10.0,2024,144
