Player,Pos,home_team,team,week,year,game_id
Tua Tagovailoa,QB,0,Dolphins,10.0,2024,152
De'Von Achane,RB,0,Dolphins,10.0,2024,152
Malik Washington,WR,0,Dolphins,10.0,2024,152
Jaylen Waddle,WR,0,Dolphins,10.0,2024,152
Tyreek Hill,WR,0,Dolphins,10.0,2024,152
Julian Hill,TE,0,Dolphins,10.0,2024,152
Aaron Brewer,OL,0,Dolphins,10.0,2024,152
Liam Eichenberg,OL,0,Dolphins,10.0,2024,152
Robert Jones,OL,0,Dolphins,10.0,2024,152
Terron Armstead,T,0,Dolphins,10.0,2024,152
Kendall Lamm,T,0,Dolphins,10.0,2024,152
Benito Jones,DT,0,Dolphins,10.0,2024,152
Zach Sieler,DT,0,Dolphins,10.0,2024,152
Calais Campbell,DT,0,Dolphins,10.0,2024,152
Tyus Bowser,OLB,0,Dolphins,10.0,2024,152
Emmanuel Ogbah,LB,0,Dolphins,10.0,2024,152
Jordyn Brooks,LB,0,Dolphins,10.0,2024,152
Anthony Walker,LB,0,Dolphins,10.0,2024,152
Kendall Fuller,CB,0,Dolphins,10.0,2024,152
Jalen Ramsey,CB,0,Dolphins,10.0,2024,152
Jevon Holland,S,0,Dolphins,10.0,2024,152
Jordan Poyer,S,0,Dolphins,10.0,2024,152
