Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
De'Von Achane,MIA,5,5,15,0,1.0,-15,-3.0,30,6.0,-3.0,0,,0,0.0,0,79.2,10.0,2024,152
Jaylen Waddle,MIA,6,3,57,0,2.0,41,13.7,16,5.3,12.8,0,,1,16.7,1,43.7,10.0,2024,152
Tyreek Hill,MIA,4,3,16,1,2.0,2,0.7,14,4.7,4.5,0,,0,0.0,0,120.8,10.0,2024,152
Jonnu Smith,MIA,4,3,45,0,2.0,9,3.0,36,12.0,4.0,2,1.5,0,0.0,0,111.5,10.0,2024,152
Odell Beckham Jr.,MIA,2,2,17,0,1.0,15,7.5,2,1.0,7.5,0,,0,0.0,0,102.1,10.0,2024,152
Raheem Mostert,MIA,3,2,34,0,2.0,11,5.5,23,11.5,3.0,1,2.0,0,0.0,0,104.9,10.0,2024,152
Malik Washington,MIA,2,1,17,0,1.0,17,17.0,0,0.0,11.0,0,,0,0.0,0,79.2,10.0,2024,152
Durham Smythe,MIA,1,1,6,0,,6,6.0,0,0.0,6.0,0,,0,0.0,0,91.7,10.0,2024,152
Julian Hill,MIA,1,0,0,0,,0,,0,,5.0,0,,0,0.0,0,39.6,10.0,2024,152
Puka Nacua,LAR,14,9,98,0,5.0,65,7.2,33,3.7,9.4,0,,0,0.0,0,84.8,10.0,2024,152
Cooper Kupp,LAR,7,7,80,0,4.0,68,9.7,12,1.7,9.7,0,,0,0.0,0,114.3,10.0,2024,152
Kyren Williams,LAR,6,5,20,0,2.0,-13,-2.6,33,6.6,-3.2,0,,0,0.0,0,80.6,10.0,2024,152
Davis Allen,LAR,6,5,34,0,2.0,16,3.2,18,3.6,2.7,0,,1,16.7,0,90.3,10.0,2024,152
Tyler Johnson,LAR,4,3,25,0,1.0,9,3.0,16,5.3,3.3,0,,0,0.0,0,90.6,10.0,2024,152
Demarcus Robinson,LAR,5,1,23,0,1.0,22,22.0,1,1.0,2.2,0,,0,0.0,1,6.7,10.0,2024,152
Blake Corum,LAR,1,1,7,0,1.0,1,1.0,6,6.0,1.0,0,,0,0.0,0,95.8,10.0,2024,152
Tutu Atwell,LAR,1,1,6,0,,5,5.0,1,1.0,5.0,0,,0,0.0,0,91.7,10.0,2024,152
