Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Tua Tagovailoa,MIA,0,0,0,0,0,10.0,2024,152
De'Von Achane,MIA,5,5,15,0,10,10.0,2024,152
Malik Washington,MIA,2,1,17,0,17,10.0,2024,152
Tyreek Hill,MIA,4,3,16,1,12,10.0,2024,152
Jaylen Wright,MIA,0,0,0,0,0,10.0,2024,152
Jonnu Smith,MIA,4,3,45,0,33,10.0,2024,152
Raheem Mostert,MIA,3,2,34,0,25,10.0,2024,152
Odell Beckham Jr.,MIA,2,2,17,0,11,10.0,2024,152
Durham Smythe,MIA,1,1,6,0,6,10.0,2024,152
Julian Hill,MIA,1,0,0,0,0,10.0,2024,152
Jaylen Waddle,MIA,6,3,57,0,36,10.0,2024,152
Matthew Stafford,LAR,0,0,0,0,0,10.0,2024,152
Kyren Williams,LAR,6,5,20,0,12,10.0,2024,152
Blake Corum,LAR,1,1,7,0,7,10.0,2024,152
Puka Nacua,LAR,14,9,98,0,21,10.0,2024,152
Cooper Kupp,LAR,7,7,80,0,19,10.0,2024,152
Davis Allen,LAR,6,5,34,0,13,10.0,2024,152
Tyler Johnson,LAR,4,3,25,0,10,10.0,2024,152
Demarcus Robinson,LAR,5,1,23,0,23,10.0,2024,152
Tutu Atwell,LAR,1,1,6,0,6,10.0,2024,152
