Player,Pos,home_team,team,week,year,game_id
Russell Wilson,QB,0,Steelers,10.0,2024,142
Najee Harris,RB,0,Steelers,10.0,2024,142
George Pickens,WR,0,Steelers,10.0,2024,142
Calvin Austin III,WR,0,Steelers,10.0,2024,142
Van Jefferson,WR,0,Steelers,10.0,2024,142
Darnell Washington,TE,0,Steelers,10.0,2024,142
Broderick Jones,OT,0,Steelers,10.0,2024,142
Dan Moore,OT,0,Steelers,10.0,2024,142
Mason McCormick,G,0,Steelers,10.0,2024,142
Isaac Seumalo,G,0,Steelers,10.0,2024,142
Zach Frazier,C,0,Steelers,10.0,2024,142
Keeanu Benton,DL,0,Steelers,10.0,2024,142
Cameron Heyward,DT,0,Steelers,10.0,2024,142
Alex Highsmith,LB,0,Steelers,10.0,2024,142
Patrick Queen,LB,0,Steelers,10.0,2024,142
Elandon Roberts,LB,0,Steelers,10.0,2024,142
T.J. Watt,LB,0,Steelers,10.0,2024,142
Donte Jackson,CB,0,Steelers,10.0,2024,142
Joey Porter Jr.,CB,0,Steelers,10.0,2024,142
Beanie Bishop,CB,0,Steelers,10.0,2024,142
Minkah Fitzpatrick,S,0,Steelers,10.0,2024,142
DeShon Elliott,S,0,Steelers,10.0,2024,142
