Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Falcons,-3.0,12.88,5.59,8.28,-3.72,-3.82,-8.64,4.81,0.0,-10.26,-3.69,4.75,1.84,-3.54,-9.62,10.0,2024,144
Saints,3.0,3.82,8.64,-4.81,0.0,-12.88,-5.59,-8.28,3.72,10.26,-4.75,3.69,3.54,-1.84,9.62,10.0,2024,144
