Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA,week,year,game_id
1.0,5:41,4.0,1.0,ATL 14,0.0,0.0,"Bradley Pinion punts 42 yards, fair catch by Jermaine Jackson at NO-44",-2.47,-1.86,10.0,2024,144
1.0,5:33,1.0,10.0,NOR 44,0.0,0.0,Derek Carr pass complete short left to Taysom Hill for 2 yards (tackle by Clark Phillips),1.86,1.59,10.0,2024,144
1.0,5:04,2.0,8.0,NOR 46,0.0,0.0,Jordan Mims right guard for 9 yards (tackle by Clark Phillips and Grady Jarrett),1.59,2.59,10.0,2024,144
1.0,4:35,1.0,10.0,ATL 45,0.0,0.0,Jordan Mims left end for 1 yard (tackle by Clark Phillips),2.59,2.18,10.0,2024,144
1.0,3:57,2.0,9.0,ATL 44,0.0,0.0,"Penalty on Kevin Austin: False Start, 5 yards (accepted) (no play)",2.18,1.5,10.0,2024,144
1.0,3:40,2.0,14.0,ATL 49,0.0,0.0,Derek Carr pass incomplete deep right,1.5,0.83,10.0,2024,144
1.0,3:32,3.0,14.0,ATL 49,0.0,0.0,Derek Carr pass complete short left to Kevin Austin for 14 yards (tackle by Clark Phillips),0.83,3.25,10.0,2024,144
1.0,3:05,1.0,10.0,ATL 35,0.0,0.0,Alvin Kamara right guard for 6 yards (tackle by Jessie Bates),3.25,3.51,10.0,2024,144
1.0,2:38,2.0,4.0,ATL 29,0.0,0.0,Alvin Kamara right tackle for 6 yards (tackle by Kaden Elliss),3.51,4.04,10.0,2024,144
1.0,1:56,1.0,10.0,ATL 23,0.0,0.0,"Alvin Kamara left end for no gain. Penalty on Oli Udoh: Offensive Holding, 10 yards (accepted) (no play)",4.04,3.38,10.0,2024,144
1.0,1:24,1.0,20.0,ATL 33,0.0,0.0,Derek Carr pass complete short left to Dante Pettis for 8 yards (tackle by Justin Simmons and Clark Phillips),3.38,3.23,10.0,2024,144
1.0,0:42,2.0,12.0,ATL 25,0.0,0.0,"Penalty on Arnold Ebiketie: Neutral Zone Infraction, 5 yards (accepted) (no play)",3.23,3.9,10.0,2024,144
1.0,0:24,2.0,7.0,ATL 20,0.0,0.0,Derek Carr pass complete short middle to Alvin Kamara for no gain (tackle by Nathan Landman),3.9,3.2,10.0,2024,144
2.0,15:00,3.0,7.0,ATL 20,0.0,0.0,Derek Carr pass incomplete short right,3.2,2.12,10.0,2024,144
2.0,14:55,4.0,7.0,ATL 20,0.0,3.0,Blake Grupe 38 yard field goal good,2.12,3.0,10.0,2024,144
2.0,14:50,,,NOR 35,0.0,3.0,"Blake Grupe kicks off 63 yards, returned by Avery Williams for 28 yards (tackle by D'Marco Jackson)",0.0,0.94,10.0,2024,144
2.0,14:43,1.0,10.0,ATL 30,0.0,3.0,"Kirk Cousins pass incomplete short left intended for Darnell Mooney. Penalty on Alontae Taylor: Defensive Pass Interference, 13 yards (accepted) (no play)",0.94,1.8,10.0,2024,144
2.0,14:37,1.0,10.0,ATL 43,0.0,3.0,Bijan Robinson right end for 7 yards (tackle by Ugo Amadi),1.8,2.2,10.0,2024,144
2.0,13:57,2.0,3.0,NOR 50,0.0,3.0,Bijan Robinson right guard for 9 yards (tackle by Demario Davis and Shemar Jean-Charles),2.2,2.85,10.0,2024,144
2.0,13:31,1.0,10.0,NOR 41,0.0,3.0,Bijan Robinson left end for -1 yards (tackle by Ugo Amadi),2.85,2.17,10.0,2024,144
2.0,12:53,2.0,11.0,NOR 42,0.0,3.0,Kirk Cousins pass complete short left to Kyle Pitts for 7 yards (tackle by Alontae Taylor),2.17,2.41,10.0,2024,144
2.0,12:17,3.0,4.0,NOR 35,0.0,3.0,Kirk Cousins pass incomplete short right intended for Darnell Mooney,2.41,0.98,10.0,2024,144
2.0,12:11,4.0,4.0,NOR 35,0.0,3.0,Younghoe Koo 53 yard field goal no good,0.98,-1.8,10.0,2024,144
2.0,12:06,1.0,10.0,NOR 43,0.0,3.0,"Alvin Kamara left guard for 7 yards (tackle by Nathan Landman). Penalty on Ta'Quon Graham: Defensive Holding, 5 yards (accepted)",1.8,2.59,10.0,2024,144
2.0,11:47,1.0,10.0,ATL 45,0.0,3.0,Alvin Kamara right tackle for 2 yards (tackle by Ta'Quon Graham),2.59,2.31,10.0,2024,144
2.0,11:35,2.0,8.0,ATL 43,0.0,3.0,Alvin Kamara right guard for 3 yards (tackle by Kaden Elliss and Nathan Landman),2.31,2.01,10.0,2024,144
2.0,10:57,3.0,5.0,ATL 40,0.0,9.0,"Derek Carr pass complete deep right to Marquez Valdes-Scantling for 40 yards, touchdown",2.01,7.0,10.0,2024,144
2.0,10:48,,,ATL 15,0.0,10.0,Blake Grupe kicks extra point good,0.0,0.0,10.0,2024,144
2.0,10:48,,,NOR 35,0.0,10.0,"Blake Grupe kicks off 61 yards, returned by Avery Williams for 23 yards (tackle by J.T. Gray and Anfernee Orji)",0.0,0.74,10.0,2024,144
2.0,10:41,1.0,10.0,ATL 27,0.0,10.0,Kirk Cousins pass complete deep right to Darnell Mooney for 19 yards (tackle by Ugo Amadi),0.74,1.99,10.0,2024,144
2.0,10:01,1.0,10.0,ATL 46,0.0,10.0,Bijan Robinson right end for 4 yards (tackle by Khalen Saunders and Demario Davis),1.99,1.99,10.0,2024,144
2.0,9:21,2.0,6.0,ATL 50,0.0,10.0,Tyler Allgeier left guard for 9 yards (tackle by Tyrann Mathieu),1.99,2.85,10.0,2024,144
2.0,8:43,1.0,10.0,NOR 41,0.0,10.0,Tyler Allgeier right guard for 7 yards (tackle by Tyrann Mathieu),2.85,3.25,10.0,2024,144
2.0,8:09,2.0,3.0,NOR 34,0.0,10.0,Kirk Cousins pass complete deep right to Darnell Mooney for 33 yards (tackle by Alontae Taylor),3.25,6.97,10.0,2024,144
2.0,7:32,1.0,1.0,NOR 1,0.0,10.0,Tyler Allgeier right guard for no gain (tackle by Pete Werner),6.97,5.91,10.0,2024,144
2.0,7:15,2.0,1.0,NOR 1,0.0,10.0,Tyler Allgeier right guard for no gain (tackle by Demario Davis),5.91,5.17,10.0,2024,144
2.0,6:41,3.0,1.0,NOR 1,0.0,10.0,"Tyler Allgeier left guard for no gain (tackle by Bryan Bresee and John Ridgeway) ATL challenged the short of the line to gain ruling, and the play was upheld.",5.17,3.55,10.0,2024,144
2.0,5:48,4.0,1.0,NOR 1,6.0,10.0,"Bijan Robinson left guard for 1 yard, touchdown",3.55,7.0,10.0,2024,144
2.0,5:45,,,NOR 15,7.0,10.0,Younghoe Koo kicks extra point good,0.0,0.0,10.0,2024,144
2.0,5:45,,,ATL 35,7.0,10.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.94,10.0,2024,144
2.0,5:45,1.0,10.0,NOR 30,7.0,10.0,Derek Carr pass complete deep left to Marquez Valdes-Scantling for 67 yards (tackle by Clark Phillips),0.94,6.51,10.0,2024,144
2.0,4:52,1.0,3.0,ATL 3,7.0,10.0,Alvin Kamara right guard for 2 yards (tackle by Kaden Elliss),6.51,5.91,10.0,2024,144
2.0,4:32,2.0,1.0,ATL 1,7.0,10.0,Alvin Kamara left guard for -1 yards (tackle by David Onyemata and Kaden Elliss),5.91,4.95,10.0,2024,144
2.0,3:51,3.0,2.0,ATL 2,7.0,16.0,"Derek Carr pass complete short middle to Marquez Valdes-Scantling for 2 yards, touchdown",4.95,7.0,10.0,2024,144
2.0,3:47,,,ATL 15,7.0,17.0,Blake Grupe kicks extra point good,0.0,0.0,10.0,2024,144
2.0,3:47,,,NOR 35,7.0,17.0,"Blake Grupe kicks off 67 yards, returned by Ray-Ray McCloud for 33 yards (tackle by Jordan Mims and D'Marco Jackson)",0.0,1.0,10.0,2024,144
2.0,3:41,1.0,10.0,ATL 31,7.0,17.0,Bijan Robinson left tackle for 7 yards (tackle by Demario Davis),1.0,1.41,10.0,2024,144
2.0,3:09,2.0,3.0,ATL 38,7.0,17.0,Bijan Robinson right end for -2 yards (tackle by Ugo Amadi),1.41,0.43,10.0,2024,144
2.0,2:32,3.0,5.0,ATL 36,7.0,17.0,Kirk Cousins pass complete short left to Drake London for 10 yards (tackle by Ugo Amadi),0.43,1.99,10.0,2024,144
2.0,2:00,1.0,10.0,ATL 46,7.0,17.0,Kirk Cousins pass complete deep middle to Drake London for 20 yards (tackle by Tyrann Mathieu),1.99,3.31,10.0,2024,144
2.0,1:23,1.0,10.0,NOR 34,7.0,17.0,Bijan Robinson right tackle for 3 yards (tackle by Khalen Saunders),3.31,3.18,10.0,2024,144
2.0,0:48,2.0,7.0,NOR 31,7.0,17.0,Kirk Cousins pass incomplete deep middle intended for Kyle Pitts (defended by Tyrann Mathieu),3.18,2.48,10.0,2024,144
2.0,0:40,3.0,7.0,NOR 31,7.0,17.0,Kirk Cousins pass complete short middle to Ray-Ray McCloud for 20 yards (tackle by Shemar Jean-Charles and J.T. Gray),2.48,4.84,10.0,2024,144
2.0,0:34,,,,,,Timeout #2 by Atlanta Falcons,,,10.0,2024,144
2.0,0:34,1.0,10.0,NOR 11,7.0,17.0,Kirk Cousins pass incomplete short right intended for Kyle Pitts (defended by Payton Turner) (defended by Demario Davis),4.84,4.14,10.0,2024,144
2.0,0:31,2.0,10.0,NOR 11,7.0,17.0,"Kirk Cousins sacked by Payton Turner for -5 yards. Kirk Cousins fumbles (forced by Payton Turner), recovered by Drake London at NO-16 (tackle by Payton Turner)",4.14,2.89,10.0,2024,144
2.0,0:25,3.0,15.0,NOR 16,7.0,17.0,Kirk Cousins pass incomplete deep right intended for Drake London,2.89,2.38,10.0,2024,144
2.0,0:19,,,,,,Timeout #1 by New Orleans Saints,,,10.0,2024,144
2.0,0:19,4.0,15.0,NOR 16,7.0,17.0,Younghoe Koo 35 yard field goal no good blocked by John Ridgeway,2.38,-0.61,10.0,2024,144
2.0,0:15,1.0,10.0,NOR 25,7.0,17.0,Derek Carr kneels for -1 yards,0.61,-0.07,10.0,2024,144
3.0,15:00,,,ATL 35,7.0,17.0,"Bradley Pinion kicks off 63 yards, returned by Dante Pettis for 26 yards (tackle by DeAngelo Malone)",0.0,0.81,10.0,2024,144
3.0,14:55,1.0,10.0,NOR 28,7.0,17.0,Derek Carr scrambles right end for 5 yards (tackle by Nathan Landman),0.81,0.94,10.0,2024,144
3.0,14:35,2.0,5.0,NOR 33,7.0,17.0,Alvin Kamara left tackle for 1 yard (tackle by Jessie Bates and Grady Jarrett),0.94,0.37,10.0,2024,144
3.0,13:58,3.0,4.0,NOR 34,7.0,17.0,Derek Carr pass incomplete short middle intended for Foster Moreau (defended by Justin Simmons),0.37,-1.11,10.0,2024,144
3.0,13:50,4.0,4.0,NOR 34,7.0,17.0,Matthew Hayball punts 42 yards downed by Rico Payton,-1.11,-0.54,10.0,2024,144
3.0,13:40,1.0,10.0,ATL 24,7.0,17.0,Bijan Robinson left tackle for 9 yards (tackle by Cameron Jordan and Demario Davis),0.54,1.21,10.0,2024,144
3.0,12:54,2.0,1.0,ATL 33,7.0,17.0,Bijan Robinson left tackle for 5 yards (tackle by Cameron Jordan),1.21,1.47,10.0,2024,144
3.0,12:31,1.0,10.0,ATL 38,7.0,17.0,Kirk Cousins pass complete deep middle to Drake London for 17 yards (tackle by Shemar Jean-Charles),1.47,2.59,10.0,2024,144
3.0,11:35,1.0,10.0,NOR 45,7.0,17.0,Bijan Robinson right end for 4 yards (tackle by Payton Turner),2.59,2.58,10.0,2024,144
3.0,11:13,2.0,6.0,NOR 41,7.0,17.0,Tyler Allgeier right guard for 7 yards (tackle by Will Harris and Demario Davis),2.58,3.31,10.0,2024,144
3.0,10:38,1.0,10.0,NOR 34,7.0,17.0,Kirk Cousins pass complete short right to Drake London for 10 yards (tackle by Shemar Jean-Charles),3.31,3.97,10.0,2024,144
3.0,10:02,1.0,10.0,NOR 24,7.0,17.0,"Tyler Allgeier right end for no gain (tackle by Will Harris). Penalty on Kaleb McGary: Offensive Holding, 10 yards (accepted) (no play)",3.97,3.31,10.0,2024,144
3.0,9:27,1.0,20.0,NOR 34,7.0,17.0,Kirk Cousins pass complete short left to Darnell Mooney for 13 yards (tackle by Demario Davis and Alontae Taylor),3.31,3.84,10.0,2024,144
3.0,8:53,2.0,7.0,NOR 21,7.0,17.0,Ray-Ray McCloud right end for 6 yards (tackle by Shemar Jean-Charles),3.84,4.17,10.0,2024,144
3.0,8:26,3.0,1.0,NOR 15,7.0,17.0,"Bijan Robinson right end for no gain (tackle by Demario Davis). Penalty on Khalen Saunders: Defensive Holding, 6 yards (accepted) (no play)",4.17,5.14,10.0,2024,144
3.0,8:16,1.0,9.0,NOR 9,7.0,17.0,"Bijan Robinson right end for 4 yards (tackle by Pete Werner). Penalty on Chris Lindstrom: Offensive Low Block, 15 yards (accepted)",5.14,4.24,10.0,2024,144
3.0,7:31,1.0,20.0,NOR 20,7.0,17.0,"Penalty on Darnell Mooney: False Start, 5 yards (accepted) (no play)",4.24,3.91,10.0,2024,144
3.0,7:09,1.0,25.0,NOR 25,7.0,17.0,Kirk Cousins pass complete short left to Darnell Mooney for 10 yards (tackle by Alontae Taylor),3.91,3.46,10.0,2024,144
3.0,6:29,2.0,15.0,NOR 15,7.0,17.0,Kirk Cousins pass complete short right to Drake London for 7 yards (tackle by Ugo Amadi),3.46,3.58,10.0,2024,144
3.0,5:52,3.0,8.0,NOR 8,7.0,17.0,Kirk Cousins pass incomplete short middle intended for Drake London,3.58,2.95,10.0,2024,144
3.0,5:46,4.0,8.0,NOR 8,10.0,17.0,Younghoe Koo 27 yard field goal good,2.95,3.0,10.0,2024,144
3.0,5:42,,,ATL 35,10.0,17.0,"Bradley Pinion kicks off 59 yards, returned by Jermaine Jackson for 25 yards (tackle by Antonio Hamilton)",0.0,1.0,10.0,2024,144
3.0,5:37,1.0,10.0,NOR 31,10.0,17.0,Derek Carr pass complete short middle to Kevin Austin for 22 yards (tackle by Kaden Elliss),1.0,2.46,10.0,2024,144
3.0,4:57,1.0,10.0,ATL 47,10.0,17.0,Derek Carr pass complete short middle to Alvin Kamara for 31 yards (tackle by Kaden Elliss and Justin Simmons),2.46,4.51,10.0,2024,144
3.0,4:13,1.0,10.0,ATL 16,10.0,17.0,Alvin Kamara left tackle for 4 yards (tackle by Zach Harrison and Matt Judon),4.51,4.57,10.0,2024,144
3.0,3:34,2.0,6.0,ATL 12,10.0,17.0,Derek Carr pass incomplete short right,4.57,3.73,10.0,2024,144
3.0,3:29,3.0,6.0,ATL 12,10.0,17.0,Derek Carr pass complete short right to Jordan Mims for 4 yards (tackle by Jessie Bates and Grady Jarrett),3.73,2.99,10.0,2024,144
3.0,2:48,4.0,2.0,ATL 8,10.0,20.0,Blake Grupe 26 yard field goal good,2.99,3.0,10.0,2024,144
3.0,2:44,,,NOR 35,10.0,20.0,"Blake Grupe kicks off 63 yards, returned by Avery Williams for 35 yards (tackle by Willie Gay and Rico Payton)",0.0,1.4,10.0,2024,144
3.0,2:38,1.0,10.0,ATL 37,10.0,20.0,Kirk Cousins pass incomplete deep left intended for Drake London,1.4,0.86,10.0,2024,144
3.0,2:33,2.0,10.0,ATL 37,10.0,20.0,Kirk Cousins pass complete short left to Drake London for 3 yards (tackle by Pete Werner),0.86,0.56,10.0,2024,144
3.0,1:51,3.0,7.0,ATL 40,10.0,20.0,Kirk Cousins pass complete deep left to Kyle Pitts for 23 yards (tackle by Alontae Taylor),0.56,3.12,10.0,2024,144
3.0,1:10,1.0,10.0,NOR 37,16.0,20.0,"Bijan Robinson right end for 37 yards, touchdown",3.12,7.0,10.0,2024,144
3.0,1:01,,,NOR 15,17.0,20.0,Younghoe Koo kicks extra point good,0.0,0.0,10.0,2024,144
3.0,1:01,,,ATL 35,17.0,20.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.94,10.0,2024,144
3.0,1:01,1.0,10.0,NOR 30,17.0,20.0,Derek Carr pass complete short left to Alvin Kamara for 5 yards (tackle by Nathan Landman),0.94,1.07,10.0,2024,144
3.0,0:30,2.0,5.0,NOR 35,17.0,20.0,Alvin Kamara left tackle for no gain (tackle by Khalid Kareem),1.07,0.37,10.0,2024,144
4.0,15:00,3.0,5.0,NOR 35,17.0,20.0,Derek Carr pass incomplete short left intended for Juwan Johnson,0.37,-1.04,10.0,2024,144
4.0,14:57,4.0,5.0,NOR 35,17.0,20.0,"Matthew Hayball punts 46 yards, fair catch by Avery Williams at ATL-19",-1.04,-0.15,10.0,2024,144
4.0,14:49,1.0,10.0,ATL 19,17.0,20.0,Kirk Cousins pass complete short right to Bijan Robinson for 4 yards (tackle by Ugo Amadi and Shemar Jean-Charles),0.15,0.21,10.0,2024,144
4.0,14:10,2.0,6.0,ATL 23,17.0,20.0,"Kirk Cousins pass complete short middle to Bijan Robinson for no gain (tackle by Pete Werner and Ugo Amadi) NOR challenged the pass completion ruling, and the original play was overturned. Kirk Cousins pass incomplete short middle intended for Bijan Robinson",0.21,-0.55,10.0,2024,144
4.0,14:07,3.0,6.0,ATL 23,17.0,20.0,Kirk Cousins pass incomplete deep middle intended for Ray-Ray McCloud (defended by Pete Werner),-0.55,-1.83,10.0,2024,144
4.0,14:03,4.0,6.0,ATL 23,17.0,20.0,"Bradley Pinion punts 57 yards, returned by Jermaine Jackson for 18 yards (tackle by DeAngelo Malone and Tyler Allgeier)",-1.83,-1.47,10.0,2024,144
4.0,13:51,1.0,10.0,NOR 38,17.0,20.0,Alvin Kamara right tackle for -2 yards (tackle by David Onyemata),1.47,0.65,10.0,2024,144
4.0,13:19,2.0,12.0,NOR 36,17.0,20.0,Derek Carr pass complete short left to Alvin Kamara for 5 yards (tackle by Clark Phillips),0.65,0.63,10.0,2024,144
4.0,12:40,3.0,7.0,NOR 41,17.0,20.0,Derek Carr pass complete short right to Juwan Johnson for 6 yards (tackle by DeAundre Alford),0.63,-0.26,10.0,2024,144
4.0,11:51,4.0,1.0,NOR 47,17.0,20.0,"Matthew Hayball punts 43 yards, fair catch by Avery Williams at ATL-10",-0.26,0.38,10.0,2024,144
4.0,11:42,1.0,10.0,ATL 10,17.0,20.0,Bijan Robinson left end for 6 yards (tackle by Payton Turner and Alontae Taylor),-0.38,-0.23,10.0,2024,144
4.0,11:09,2.0,4.0,ATL 16,17.0,20.0,Bijan Robinson right guard for 6 yards (tackle by Khalen Saunders and Payton Turner),-0.23,0.41,10.0,2024,144
4.0,10:26,1.0,10.0,ATL 22,17.0,20.0,Kirk Cousins pass incomplete deep right intended for Darnell Mooney (defended by Carl Granderson),0.41,-0.13,10.0,2024,144
4.0,10:20,2.0,10.0,ATL 22,17.0,20.0,Kirk Cousins pass complete short middle to Bijan Robinson for 8 yards (tackle by Willie Gay and Demario Davis),-0.13,0.23,10.0,2024,144
4.0,9:40,3.0,2.0,ATL 30,17.0,20.0,"Kirk Cousins pass incomplete deep left intended for Darnell Mooney. Penalty on Alontae Taylor: Defensive Pass Interference, 16 yards (accepted) (no play)",0.23,1.99,10.0,2024,144
4.0,9:33,1.0,10.0,ATL 46,17.0,20.0,Kirk Cousins pass incomplete short left intended for Charlie Woerner (defended by Carl Granderson),1.99,1.45,10.0,2024,144
4.0,9:27,2.0,10.0,ATL 46,17.0,20.0,Kirk Cousins pass complete short middle to Drake London for 19 yards (tackle by Alontae Taylor),1.45,3.25,10.0,2024,144
4.0,8:48,1.0,10.0,NOR 35,17.0,20.0,Tyler Allgeier left tackle for 1 yard (tackle by Nathan Shepherd),3.25,2.84,10.0,2024,144
4.0,8:05,2.0,9.0,NOR 34,17.0,20.0,Kirk Cousins sacked by Cameron Jordan for -5 yards,2.84,1.49,10.0,2024,144
4.0,7:27,3.0,14.0,NOR 39,17.0,20.0,"Penalty on Matthew Bergeron: False Start, 5 yards (accepted) (no play)",1.49,0.83,10.0,2024,144
4.0,7:27,3.0,19.0,NOR 44,17.0,20.0,Kirk Cousins pass complete short left to Bijan Robinson for 16 yards (tackle by Will Harris),0.83,1.68,10.0,2024,144
4.0,6:43,4.0,3.0,NOR 28,17.0,20.0,Younghoe Koo 46 yard field goal no good,1.68,-1.33,10.0,2024,144
4.0,6:39,1.0,10.0,NOR 36,17.0,20.0,Alvin Kamara left guard for no gain (tackle by Eddie Goldman),1.33,0.79,10.0,2024,144
4.0,6:07,2.0,10.0,NOR 36,17.0,20.0,"Derek Carr pass incomplete short right. Penalty on Derek Carr: Intentional Grounding, 11 yards (accepted)",0.79,-1.35,10.0,2024,144
4.0,6:01,3.0,21.0,NOR 25,17.0,20.0,Derek Carr scrambles right end for 13 yards (tackle by Jessie Bates),-1.35,-0.85,10.0,2024,144
4.0,5:19,4.0,8.0,NOR 38,17.0,20.0,"Matthew Hayball punts 51 yards, returned by Avery Williams for 8 yards (tackle by Millard Bradford)",-0.85,-0.15,10.0,2024,144
4.0,5:10,1.0,10.0,ATL 19,17.0,20.0,Bijan Robinson right guard for 4 yards (tackle by Willie Gay),0.15,0.21,10.0,2024,144
4.0,4:46,2.0,6.0,ATL 23,17.0,20.0,Bijan Robinson left end for 5 yards (tackle by Alontae Taylor),0.21,0.1,10.0,2024,144
4.0,4:05,3.0,1.0,ATL 28,17.0,20.0,Bijan Robinson left guard for 2 yards (tackle by Will Harris and Khalen Saunders),0.1,0.94,10.0,2024,144
4.0,3:30,1.0,10.0,ATL 30,17.0,20.0,Tyler Allgeier right end for 24 yards (tackle by Will Harris),0.94,2.52,10.0,2024,144
4.0,2:56,1.0,10.0,NOR 46,17.0,20.0,Tyler Allgeier right tackle for 2 yards (tackle by Willie Gay),2.52,2.25,10.0,2024,144
4.0,2:16,2.0,8.0,NOR 44,17.0,20.0,Kirk Cousins pass short middle intended for Drake London is intercepted by Tyrann Mathieu at NO-32 and returned for 6 yards (tackle by Drake London),2.25,-1.47,10.0,2024,144
4.0,1:59,1.0,10.0,NOR 38,17.0,20.0,Alvin Kamara left guard for 2 yards (tackle by David Onyemata and Kaden Elliss),1.47,1.19,10.0,2024,144
4.0,1:53,,,,,,Timeout #1 by Atlanta Falcons,,,10.0,2024,144
4.0,1:53,2.0,8.0,NOR 40,17.0,20.0,Taysom Hill left guard for 4 yards (tackle by Nathan Landman),1.19,1.02,10.0,2024,144
4.0,1:48,,,,,,Timeout #2 by Atlanta Falcons,,,10.0,2024,144
4.0,1:48,3.0,4.0,NOR 44,17.0,20.0,Derek Carr pass incomplete deep left intended for Alvin Kamara,1.02,-0.46,10.0,2024,144
4.0,1:42,4.0,4.0,NOR 44,17.0,20.0,"Matthew Hayball punts 42 yards, fair catch by Avery Williams at ATL-14",-0.46,0.28,10.0,2024,144
4.0,1:35,1.0,10.0,ATL 14,17.0,20.0,Kirk Cousins pass complete short left to Drake London for 11 yards (tackle by Will Harris and Demario Davis),-0.28,0.61,10.0,2024,144
4.0,1:15,1.0,10.0,ATL 25,17.0,20.0,Kirk Cousins pass complete deep middle to Darnell Mooney for 21 yards (tackle by Jordan Howden),0.61,1.99,10.0,2024,144
4.0,0:54,1.0,10.0,ATL 46,17.0,20.0,"Kirk Cousins pass incomplete short middle intended for Drake London. Penalty on Alontae Taylor: Defensive Holding, 5 yards (accepted) (no play)",1.99,2.32,10.0,2024,144
4.0,0:41,1.0,10.0,NOR 49,17.0,20.0,"Kirk Cousins sacked by Chase Young for -9 yards. Kirk Cousins fumbles (forced by Chase Young), recovered by Jake Matthews at ATL-32",2.32,-0.79,10.0,2024,144
4.0,0:34,,,,,,Timeout #3 by Atlanta Falcons,,,10.0,2024,144
4.0,0:34,2.0,29.0,ATL 32,17.0,20.0,Kirk Cousins pass complete short left to Kyle Pitts for 7 yards (tackle by Alontae Taylor),-0.79,-0.49,10.0,2024,144
