Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Bo Nix,DEN,22,30,215,2,0,2,33,34,115.3,10.0,2024,146
Audric Estime,DEN,0,0,0,0,0,0,0,0,,10.0,2024,146
Marvin Mims,DEN,0,0,0,0,0,0,0,0,,10.0,2024,146
Jaleel McLaughlin,DEN,0,0,0,0,0,0,0,0,,10.0,2024,146
Javonte Williams,DEN,0,0,0,0,0,0,0,0,,10.0,2024,146
Courtland Sutton,DEN,0,0,0,0,0,0,0,0,,10.0,2024,146
Devaughn Vele,DEN,0,0,0,0,0,0,0,0,,10.0,2024,146
Adam Trautman,DEN,0,0,0,0,0,0,0,0,,10.0,2024,146
Lil'Jordan Humphrey,DEN,0,0,0,0,0,0,0,0,,10.0,2024,146
Lucas Krull,DEN,0,0,0,0,0,0,0,0,,10.0,2024,146
Troy Franklin,DEN,0,0,0,0,0,0,0,0,,10.0,2024,146
Patrick Mahomes,KAN,28,42,266,1,0,4,23,35,92.0,10.0,2024,146
Kareem Hunt,KAN,0,0,0,0,0,0,0,0,,10.0,2024,146
Carson Steele,KAN,0,0,0,0,0,0,0,0,,10.0,2024,146
Travis Kelce,KAN,0,0,0,0,0,0,0,0,,10.0,2024,146
DeAndre Hopkins,KAN,0,0,0,0,0,0,0,0,,10.0,2024,146
Samaje Perine,KAN,0,0,0,0,0,0,0,0,,10.0,2024,146
Noah Gray,KAN,0,0,0,0,0,0,0,0,,10.0,2024,146
Xavier Worthy,KAN,0,0,0,0,0,0,0,0,,10.0,2024,146
Peyton Hendershot,KAN,0,0,0,0,0,0,0,0,,10.0,2024,146
Justin Watson,KAN,0,0,0,0,0,0,0,0,,10.0,2024,146
Mecole Hardman,KAN,0,0,0,0,0,0,0,0,,10.0,2024,146
Justyn Ross,KAN,0,0,0,0,0,0,0,0,,10.0,2024,146
