Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Jalen Hurts,PHI,7,56,2,24,10.0,2024,149
Kenny Pickett,PHI,1,1,0,1,10.0,2024,149
Saquon Barkley,PHI,14,66,0,11,10.0,2024,149
Will Shipley,PHI,9,34,0,9,10.0,2024,149
Kenneth Gainwell,PHI,7,30,0,13,10.0,2024,149
A.J. Brown,PHI,0,0,0,0,10.0,2024,149
Jahan Dotson,PHI,0,0,0,0,10.0,2024,149
Dallas Goedert,PHI,0,0,0,0,10.0,2024,149
DeVonta Smith,PHI,0,0,0,0,10.0,2024,149
Ainias Smith,PHI,0,0,0,0,10.0,2024,149
Johnny Wilson,PHI,0,0,0,0,10.0,2024,149
Grant Calcaterra,PHI,0,0,0,0,10.0,2024,149
Cooper Rush,DAL,2,2,0,2,10.0,2024,149
Trey Lance,DAL,3,17,0,11,10.0,2024,149
Rico Dowdle,DAL,12,53,0,19,10.0,2024,149
Ezekiel Elliott,DAL,6,22,0,8,10.0,2024,149
CeeDee Lamb,DAL,1,3,0,3,10.0,2024,149
Jake Ferguson,DAL,0,0,0,0,10.0,2024,149
Jalen Tolbert,DAL,0,0,0,0,10.0,2024,149
Jalen Brooks,DAL,0,0,0,0,10.0,2024,149
Luke Schoonmaker,DAL,0,0,0,0,10.0,2024,149
Hunter Luepke,DAL,0,0,0,0,10.0,2024,149
