Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Drake Maye,NWE,0,0,0,0,0,10.0,2024,141
Rhamondre Stevenson,NWE,1,1,3,0,3,10.0,2024,141
Antonio Gibson,NWE,0,0,0,0,0,10.0,2024,141
Jamycal Hasty,NWE,1,1,4,0,4,10.0,2024,141
Austin Hooper,NWE,4,3,64,0,28,10.0,2024,141
Demario Douglas,NWE,5,4,50,0,17,10.0,2024,141
Kayshon Boutte,NWE,6,4,47,0,23,10.0,2024,141
Hunter Henry,NWE,4,1,14,0,14,10.0,2024,141
Ja'Lynn Polk,NWE,1,1,2,1,2,10.0,2024,141
K.J. Osborn,NWE,1,0,0,0,0,10.0,2024,141
Caleb Williams,CHI,0,0,0,0,0,10.0,2024,141
D'Andre Swift,CHI,1,1,6,0,6,10.0,2024,141
D.J. Moore,CHI,6,3,24,0,18,10.0,2024,141
Keenan Allen,CHI,6,5,44,0,12,10.0,2024,141
Rome Odunze,CHI,6,3,23,0,11,10.0,2024,141
Cole Kmet,CHI,4,2,13,0,7,10.0,2024,141
DeAndre Carter,CHI,1,1,5,0,5,10.0,2024,141
Roschon Johnson,CHI,2,1,5,0,5,10.0,2024,141
