Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Russell Wilson,PIT,14,28,195,9.0,29.0,347,12.4,114,8.1,4.1,81,5.8,2,8.0%,8,32.0%,3,15,0,3,6,18.8%,1,6.0,10.0,2024,142
Miles Killebrew,PIT,0,1,0,,,14,14.0,0,,0.0,0,,1,100.0%,0,0.0%,0,0,0,0,0,0.0%,0,,10.0,2024,142
Jayden Daniels,WAS,17,34,202,7.0,18.9,216,6.4,115,6.8,3.4,87,5.1,4,12.5%,5,15.6%,3,20,2,3,8,21.1%,1,1.0,10.0,2024,142
