Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Cardinals,25.0,30.29,22.69,7.93,0.0,2.78,4.8,-2.02,0.4,-6.95,-4.7,2.82,-0.55,-1.89,-2.63,10.0,2024,150
Jets,-25.0,-2.78,-4.8,2.02,-0.4,-30.29,-22.69,-7.93,0.0,6.95,-2.82,4.7,1.89,0.55,2.63,10.0,2024,150
