Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Will Levis,TEN,0,0,0,0,0,10.0,2024,148
Tyjae Spears,TEN,3,3,4,0,6,10.0,2024,148
Tony Pollard,TEN,4,4,19,0,15,10.0,2024,148
Calvin Ridley,TEN,9,5,84,2,41,10.0,2024,148
Nick Westbrook-Ikhine,TEN,3,3,31,0,13,10.0,2024,148
Bryce Oliver,TEN,2,2,23,0,19,10.0,2024,148
Chigoziem Okonkwo,TEN,1,1,14,0,14,10.0,2024,148
Josh Whyle,TEN,1,0,0,0,0,10.0,2024,148
Justin Herbert,LAC,0,0,0,0,0,10.0,2024,148
Gus Edwards,LAC,0,0,0,0,0,10.0,2024,148
J.K. Dobbins,LAC,3,3,5,0,4,10.0,2024,148
Derius Davis,LAC,1,1,17,0,17,10.0,2024,148
Hassan Haskins,LAC,0,0,0,0,0,10.0,2024,148
Ladd McConkey,LAC,2,2,52,0,37,10.0,2024,148
Josh Palmer,LAC,2,1,36,0,36,10.0,2024,148
Will Dissly,LAC,6,5,30,0,14,10.0,2024,148
Quentin Johnston,LAC,2,2,24,1,16,10.0,2024,148
Hayden Hurst,LAC,1,0,0,0,0,10.0,2024,148
Jalen Reagor,LAC,1,0,0,0,0,10.0,2024,148
