Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Josh Allen,BUF,22,37,280,11,28.2,258,7.0,150,6.8,4.1,130,5.9,0,0.0%,10,28.6%,2,8,5,3,10,24.4%,2,10.5,10.0,2024,145
Joe Flacco,IND,26,35,272,14,35.9,276,7.9,206,7.9,5.9,66,2.5,3,8.6%,4,11.4%,4,9,4,2,10,25.6%,0,,10.0,2024,145
