Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Saquon Barkley,PHI,14,66,0,4.0,45,3.2,21,1.5,0,,10.0,2024,149
Will Shipley,PHI,9,34,0,1.0,22,2.4,12,1.3,0,,10.0,2024,149
Kenneth Gainwell,PHI,7,30,0,1.0,21,3.0,9,1.3,0,,10.0,2024,149
Jalen Hurts,PHI,7,56,2,4.0,53,7.6,3,0.4,0,,10.0,2024,149
Kenny Pickett,PHI,1,1,0,1.0,0,0.0,1,1.0,0,,10.0,2024,149
Rico Dowdle,DAL,12,53,0,2.0,26,2.2,27,2.3,0,,10.0,2024,149
Ezekiel Elliott,DAL,6,22,0,,12,2.0,10,1.7,1,6.0,10.0,2024,149
Trey Lance,DAL,3,17,0,2.0,12,4.0,5,1.7,0,,10.0,2024,149
Cooper Rush,DAL,2,2,0,1.0,0,0.0,2,1.0,0,,10.0,2024,149
CeeDee Lamb,DAL,1,3,0,0.0,0,0.0,3,3.0,1,1.0,10.0,2024,149
