Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Steelers,1.0,4.39,10.51,-8.77,-3.77,-0.18,1.64,-1.82,0.0,-1.86,-6.01,4.84,7.08,-5.18,-2.59,10.0,2024,142
Commanders,-1.0,0.18,-1.64,1.82,0.0,-4.39,-10.51,8.77,3.77,1.86,-4.84,6.01,5.18,-7.08,2.59,10.0,2024,142
