Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Sam Darnold,MIN,24,38,241,15,38.5,348,9.2,146,6.1,3.8,95,4.0,2,5.4%,6,16.2%,1,1,3,2,6,14.3%,3,9.0,10.0,2024,147
Mac Jones,JAX,14,22,111,5,20.0,183,8.3,59,4.2,2.7,52,3.7,2,9.5%,3,14.3%,3,7,0,1,4,14.8%,2,3.5,10.0,2024,147
