Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Daniel Jones,NYG,0,0,10.0,2024,140
Tyrone Tracy Jr.,NYG,2,1,10.0,2024,140
Devin Singletary,NYG,0,0,10.0,2024,140
Wan'Dale Robinson,NYG,0,0,10.0,2024,140
Jalin Hyatt,NYG,0,0,10.0,2024,140
Theo Johnson,NYG,0,0,10.0,2024,140
Isaiah Hodgins,NYG,0,0,10.0,2024,140
Malik Nabers,NYG,0,0,10.0,2024,140
Bryce Young,CAR,0,0,10.0,2024,140
Chuba Hubbard,CAR,1,1,10.0,2024,140
Miles Sanders,CAR,0,0,10.0,2024,140
Jalen Coker,CAR,0,0,10.0,2024,140
Xavier Legette,CAR,0,0,10.0,2024,140
David Moore,CAR,0,0,10.0,2024,140
Ja'Tavion Sanders,CAR,0,0,10.0,2024,140
Ian Thomas,CAR,0,0,10.0,2024,140
