0,1,week,year,game_id
Won Toss,Colts,5.0,2023,69
Roof,retractable roof (open),5.0,2023,69
Surface,fieldturf,5.0,2023,69
Duration,2:51,5.0,2023,69
Attendance,65287,5.0,2023,69
Vegas Line,Tennessee Titans -2.5,5.0,2023,69
Over/Under,43.5 (under),5.0,2023,69
