Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Tony Pollard,DAL,5,4,35,0,1.0,2,0.5,33,8.3,0.4,0,,1,20.0,0,95.8,5.0,2023,77
CeeDee Lamb,DAL,5,4,49,0,1.0,30,7.5,19,4.8,9.0,0,,0,0.0,0,107.5,5.0,2023,77
Jake Ferguson,DAL,3,3,28,0,1.0,5,1.7,23,7.7,1.7,0,,0,0.0,0,105.6,5.0,2023,77
Michael Gallup,DAL,5,2,15,0,,13,6.5,2,1.0,17.6,0,,0,0.0,1,8.3,5.0,2023,77
Deuce Vaughn,DAL,1,1,1,0,,-4,-4.0,5,5.0,-4.0,0,,0,0.0,0,79.2,5.0,2023,77
KaVontae Turpin,DAL,1,1,26,1,1.0,26,26.0,0,0.0,26.0,0,,0,0.0,0,158.3,5.0,2023,77
Brandin Cooks,DAL,4,1,7,0,1.0,7,7.0,0,0.0,30.5,0,,0,0.0,2,0.0,5.0,2023,77
Rico Dowdle,DAL,1,0,0,0,0.0,0,,0,,2.0,0,,1,100.0,0,39.6,5.0,2023,77
Luke Schoonmaker,DAL,1,0,0,0,,0,,0,,19.0,0,,0,0.0,0,39.6,5.0,2023,77
Kyle Juszczyk,SFO,4,4,26,1,3.0,2,0.5,24,6.0,0.5,0,,0,0.0,0,133.3,5.0,2023,77
Brandon Aiyuk,SFO,7,4,58,0,3.0,47,11.8,11,2.8,14.9,0,,0,0.0,0,84.2,5.0,2023,77
George Kittle,SFO,4,3,67,3,3.0,45,15.0,22,7.3,11.3,1,3.0,0,0.0,0,156.2,5.0,2023,77
Deebo Samuel,SFO,3,3,55,0,1.0,32,10.7,23,7.7,10.7,1,3.0,0,0.0,0,118.7,5.0,2023,77
Christian McCaffrey,SFO,3,2,27,0,1.0,-2,-1.0,29,14.5,-1.3,0,,0,0.0,0,95.1,5.0,2023,77
Jauan Jennings,SFO,1,1,19,0,1.0,18,18.0,1,1.0,18.0,0,,0,0.0,0,118.7,5.0,2023,77
Ray-Ray McCloud,SFO,1,1,1,0,,-1,-1.0,2,2.0,-1.0,0,,0,0.0,0,79.2,5.0,2023,77
Jordan Mason,SFO,1,0,0,0,0.0,0,,0,,4.0,0,,0,0.0,0,39.6,5.0,2023,77
Ronnie Bell,SFO,1,0,0,0,,0,,0,,11.0,0,,0,0.0,0,39.6,5.0,2023,77
