Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Steven Nelson,HOU,0,7,6,85.7%,57.0,9.5,8.1,0.0,100.6,5.4,43.0,14.0,0,0,0,0.0,0,6,1,14.3%,5.0,2023,67
Jimmie Ward,HOU,0,6,5,83.3%,60.0,12.0,10.0,0.0,108.3,3.8,22.0,38.0,2,0,0,0.0,0,6,1,14.3%,5.0,2023,67
Henry To'oTo'o,HOU,0,7,5,71.4%,58.0,11.6,8.3,1.0,135.7,10.0,47.0,11.0,0,0,0,0.0,0,12,2,14.3%,5.0,2023,67
Jalen Pitre,HOU,0,5,4,80.0%,77.0,19.3,15.4,0.0,118.7,19.8,70.0,7.0,2,0,0,0.0,0,13,1,7.1%,5.0,2023,67
Blake Cashman,HOU,0,3,2,66.7%,8.0,4.0,2.7,0.0,70.1,6.0,1.0,7.0,2,0,1,0.0,1,9,1,10.0%,5.0,2023,67
Ka'dar Hollman,HOU,0,4,2,50.0%,19.0,9.5,4.8,0.0,63.5,8.8,12.0,7.0,0,0,0,0.0,0,4,0,0.0%,5.0,2023,67
Will Anderson,HOU,0,1,1,100.0%,7.0,7.0,7.0,0.0,95.8,-3.0,-3.0,10.0,1,1,1,0.0,2,6,3,33.3%,5.0,2023,67
Grayland Arnold,HOU,0,1,1,100.0%,10.0,10.0,10.0,0.0,108.3,8.0,8.0,2.0,0,0,0,0.0,0,4,0,0.0%,5.0,2023,67
Denzel Perryman,HOU,0,1,1,100.0%,22.0,22.0,22.0,0.0,118.7,0.0,0.0,22.0,0,0,0,0.0,0,3,2,40.0%,5.0,2023,67
Jake Hansen,HOU,0,1,1,100.0%,11.0,11.0,11.0,0.0,112.5,6.0,6.0,5.0,0,0,0,0.0,0,1,0,0.0%,5.0,2023,67
Eric Murray,HOU,0,2,1,50.0%,22.0,22.0,11.0,0.0,89.6,11.5,12.0,10.0,0,0,0,0.0,0,1,0,0.0%,5.0,2023,67
Maliek Collins,HOU,0,0,0,,,,,,,,,,0,3,2,0.0,5,2,0,0.0%,5.0,2023,67
Khalil Davis,HOU,0,0,0,,,,,,,,,,0,0,1,0.0,1,4,0,0.0%,5.0,2023,67
Jonathan Greenard,HOU,0,0,0,,,,,,,,,,1,1,0,0.0,1,3,1,25.0%,5.0,2023,67
Sheldon Rankins,HOU,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%,5.0,2023,67
DeAundre Alford,ATL,0,12,6,50.0%,57.0,9.5,4.8,0.0,63.5,7.6,31.0,26.0,0,0,0,0.0,0,6,0,0.0%,5.0,2023,67
Jeff Okudah,ATL,0,3,3,100.0%,51.0,17.0,17.0,0.0,118.7,12.7,38.0,13.0,0,0,0,0.0,0,6,0,0.0%,5.0,2023,67
Kaden Elliss,ATL,0,4,3,75.0%,27.0,9.0,6.8,0.0,92.7,1.5,11.0,16.0,2,0,0,0.0,0,6,0,0.0%,5.0,2023,67
Nathan Landman,ATL,0,2,2,100.0%,26.0,13.0,13.0,0.0,118.7,9.0,18.0,8.0,0,1,1,0.0,2,8,0,0.0%,5.0,2023,67
Jessie Bates III,ATL,0,3,2,66.7%,30.0,15.0,10.0,1.0,138.9,15.0,29.0,1.0,0,0,0,0.0,0,2,1,33.3%,5.0,2023,67
AJ Terrell,ATL,0,4,2,50.0%,26.0,13.0,6.5,0.0,70.8,8.8,21.0,5.0,0,0,0,0.0,0,2,0,0.0%,5.0,2023,67
Arnold Ebiketie,ATL,0,2,1,50.0%,25.0,25.0,12.5,0.0,95.8,16.0,15.0,10.0,1,2,0,0.0,2,3,0,0.0%,5.0,2023,67
Richie Grant,ATL,0,2,1,50.0%,7.0,7.0,3.5,0.0,58.3,6.5,3.0,4.0,1,0,0,0.0,0,3,0,0.0%,5.0,2023,67
Calais Campbell,ATL,0,0,0,,,,,,,,,,0,2,0,0.0,2,3,1,25.0%,5.0,2023,67
Grady Jarrett,ATL,0,0,0,,,,,,,,,,0,1,0,0.0,1,4,0,0.0%,5.0,2023,67
Lorenzo Carter,ATL,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%,5.0,2023,67
Bud Dupree,ATL,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%,5.0,2023,67
