Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Zach Wilson,NYJ,2,0,5.0,2023,75
Breece Hall,NYJ,0,0,5.0,2023,75
Dalvin Cook,NYJ,0,0,5.0,2023,75
Michael Carter,NYJ,0,0,5.0,2023,75
Tyler Conklin,NYJ,0,0,5.0,2023,75
Garrett Wilson,NYJ,0,0,5.0,2023,75
Allen Lazard,NYJ,0,0,5.0,2023,75
C.J. Uzomah,NYJ,0,0,5.0,2023,75
Jeremy Ruckert,NYJ,0,0,5.0,2023,75
Randall Cobb,NYJ,0,0,5.0,2023,75
Russell Wilson,DEN,2,1,5.0,2023,75
Jaleel McLaughlin,DEN,0,0,5.0,2023,75
Samaje Perine,DEN,1,1,5.0,2023,75
Jerry Jeudy,DEN,0,0,5.0,2023,75
Adam Trautman,DEN,0,0,5.0,2023,75
Courtland Sutton,DEN,0,0,5.0,2023,75
Brandon Johnson,DEN,0,0,5.0,2023,75
Marvin Mims,DEN,1,1,5.0,2023,75
Nate Adkins,DEN,0,0,5.0,2023,75
