Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Justin Fields,CHI,11,57,0,14,5.0,2023,65
Khalil Herbert,CHI,10,76,0,34,5.0,2023,65
Khari Blasingame,CHI,8,26,0,6,5.0,2023,65
Roschon Johnson,CHI,3,19,0,10,5.0,2023,65
D.J. Moore,CHI,0,0,0,0,5.0,2023,65
Cole Kmet,CHI,0,0,0,0,5.0,2023,65
Robert Tonyan,CHI,0,0,0,0,5.0,2023,65
Darnell Mooney,CHI,0,0,0,0,5.0,2023,65
Equanimeous St. Brown,CHI,0,0,0,0,5.0,2023,65
Sam Howell,WAS,4,19,0,10,5.0,2023,65
Brian Robinson Jr.,WAS,6,10,0,5,5.0,2023,65
Logan Thomas,WAS,0,0,0,0,5.0,2023,65
Curtis Samuel,WAS,0,0,0,0,5.0,2023,65
Antonio Gibson,WAS,0,0,0,0,5.0,2023,65
Terry McLaurin,WAS,0,0,0,0,5.0,2023,65
Jahan Dotson,WAS,0,0,0,0,5.0,2023,65
Jamison Crowder,WAS,0,0,0,0,5.0,2023,65
John Bates,WAS,0,0,0,0,5.0,2023,65
Dyami Brown,WAS,0,0,0,0,5.0,2023,65
Byron Pringle,WAS,0,0,0,0,5.0,2023,65
Cole Turner,WAS,0,0,0,0,5.0,2023,65
