Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Leighton Vander Esch,DAL,0,6,5,83.3%,47.0,9.4,7.8,1.0,138.9,1.0,6.0,41.0,1,0,0,0.0,0,10,1,9.1%,5.0,2023,77
Jayron Kearse,DAL,0,4,4,100.0%,73.0,18.3,18.3,0.0,118.7,9.8,39.0,34.0,1,0,0,1.0,1,4,1,20.0%,5.0,2023,77
Stephon Gilmore,DAL,0,4,3,75.0%,38.0,12.7,9.5,0.0,104.2,13.0,32.0,6.0,0,0,0,0.0,0,6,0,0.0%,5.0,2023,77
Jourdan Lewis,DAL,0,4,2,50.0%,46.0,23.0,11.5,1.0,131.2,5.8,18.0,28.0,0,0,0,0.0,0,2,2,50.0%,5.0,2023,77
Markquese Bell,DAL,0,1,1,100.0%,19.0,19.0,19.0,1.0,158.3,19.0,19.0,0.0,0,0,0,0.0,0,4,0,0.0%,5.0,2023,77
Donovan Wilson,DAL,0,1,1,100.0%,10.0,10.0,10.0,1.0,147.9,10.0,10.0,0.0,2,0,0,0.0,0,7,1,12.5%,5.0,2023,77
Malik Hooker,DAL,0,1,1,100.0%,19.0,19.0,19.0,0.0,118.7,18.0,18.0,1.0,0,0,0,0.0,0,6,0,0.0%,5.0,2023,77
Damone Clark,DAL,0,2,1,50.0%,1.0,1.0,0.5,0.0,56.2,1.5,-1.0,2.0,0,0,0,0.0,0,9,0,0.0%,5.0,2023,77
Osa Odighizuwa,DAL,0,0,0,,,,,,,,,,0,0,1,0.0,1,3,0,0.0%,5.0,2023,77
Sam Williams,DAL,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%,5.0,2023,77
DaRon Bland,DAL,0,2,0,0.0%,,,0.0,,39.6,20.5,,,0,0,0,0.0,0,5,1,16.7%,5.0,2023,77
Micah Parsons,DAL,0,0,0,,,,,,,,,,2,0,0,0.0,0,4,1,20.0%,5.0,2023,77
DeMarcus Lawrence,DAL,0,0,0,,,,,,,,,,1,0,0,0.0,0,4,0,0.0%,5.0,2023,77
Malik Jefferson,DAL,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%,5.0,2023,77
Chauncey Golston,DAL,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,1,33.3%,5.0,2023,77
Isaiah Oliver,SFO,0,6,6,100.0%,55.0,9.2,9.2,1.0,144.4,7.7,46.0,9.0,1,0,0,0.0,0,5,0,0.0%,5.0,2023,77
Fred Warner,SFO,1,3,2,66.7%,27.0,13.5,9.0,0.0,55.6,22.0,8.0,19.0,3,0,0,1.0,1,8,0,0.0%,5.0,2023,77
Dre Greenlaw,SFO,0,4,2,50.0%,2.0,1.0,0.5,0.0,56.2,5.3,0.0,2.0,2,0,0,1.0,1,5,0,0.0%,5.0,2023,77
Oren Burks,SFO,1,3,2,66.7%,27.0,13.5,9.0,0.0,55.6,-0.3,-7.0,34.0,0,0,0,0.0,0,5,0,0.0%,5.0,2023,77
Deommodore Lenoir,SFO,0,5,2,40.0%,14.0,7.0,2.8,0.0,47.9,19.6,13.0,1.0,0,0,0,0.0,0,3,0,0.0%,5.0,2023,77
Ambry Thomas,SFO,0,1,1,100.0%,7.0,7.0,7.0,0.0,95.8,5.0,5.0,2.0,0,0,0,0.0,0,4,0,0.0%,5.0,2023,77
Charvarius Ward,SFO,0,3,1,33.3%,29.0,29.0,9.7,0.0,70.1,18.3,14.0,15.0,0,0,0,0.0,0,2,0,0.0%,5.0,2023,77
Nick Bosa,SFO,0,0,0,,,,,,,,,,0,0,3,0.5,4,4,1,20.0%,5.0,2023,77
Arik Armstead,SFO,0,0,0,,,,,,,,,,0,0,1,0.5,2,2,0,0.0%,5.0,2023,77
Kevin Givens,SFO,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%,5.0,2023,77
Talanoa Hufanga,SFO,0,1,0,0.0%,,,0.0,,39.6,15.0,,,1,0,0,0.0,0,1,0,0.0%,5.0,2023,77
Tashaun Gipson,SFO,1,0,0,,,,,,,,,,1,0,0,0.0,0,2,0,0.0%,5.0,2023,77
