#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,10:21,NWE 6,3,0:56,8,Punt,1,Patriots,5.0,2023,71
2,1,7:49,NWE 20,3,0:47,4,Interception,1,Patriots,5.0,2023,71
3,1,7:02,NWE 21,7,3:23,49,Missed FG,1,Patriots,5.0,2023,71
4,2,14:23,NWE 17,3,1:01,4,Punt,1,Patriots,5.0,2023,71
5,2,10:47,NWE 25,6,4:03,14,Punt,1,Patriots,5.0,2023,71
6,2,1:03,NWE 18,5,0:58,24,Punt,1,Patriots,5.0,2023,71
7,3,15:00,NWE 25,3,1:00,4,Fumble,1,Patriots,5.0,2023,71
8,3,11:34,NWE 25,4,1:46,35,Punt,1,Patriots,5.0,2023,71
9,3,7:52,NWE 35,3,1:13,-2,Punt,1,Patriots,5.0,2023,71
10,3,1:13,NWE 10,1,0:06,0,Interception,1,Patriots,5.0,2023,71
11,4,13:03,NWE 25,3,1:27,6,Punt,1,Patriots,5.0,2023,71
12,4,8:59,NWE 24,4,1:44,9,Downs,1,Patriots,5.0,2023,71
13,4,5:43,NWE 25,3,1:36,8,Punt,1,Patriots,5.0,2023,71
14,4,2:16,NWE 12,4,0:26,5,Downs,1,Patriots,5.0,2023,71
