Player,Pos,home_team,team,week,year,game_id
Brock Purdy,QB,1,49ers,5.0,2023,77
Christian McCaffrey,RB,1,49ers,5.0,2023,77
Kyle Juszczyk,FB,1,49ers,5.0,2023,77
Brandon Aiyuk,WR,1,49ers,5.0,2023,77
Deebo Samuel,WR,1,49ers,5.0,2023,77
George Kittle,TE,1,49ers,5.0,2023,77
Aaron Banks,OL,1,49ers,5.0,2023,77
Jake Brendel,OL,1,49ers,5.0,2023,77
Spencer Burford,OL,1,49ers,5.0,2023,77
Colton McKivitz,OL,1,49ers,5.0,2023,77
Trent Williams,T,1,49ers,5.0,2023,77
Javon Hargrave,DL,1,49ers,5.0,2023,77
Clelin Ferrell,DL,1,49ers,5.0,2023,77
Nick Bosa,DL,1,49ers,5.0,2023,77
Arik Armstead,DL,1,49ers,5.0,2023,77
Dre Greenlaw,LB,1,49ers,5.0,2023,77
Fred Warner,LB,1,49ers,5.0,2023,77
Isaiah Oliver,CB,1,49ers,5.0,2023,77
Charvarius Ward,CB,1,49ers,5.0,2023,77
Deommodore Lenoir,DB,1,49ers,5.0,2023,77
Talanoa Hufanga,S,1,49ers,5.0,2023,77
Tashaun Gipson,S,1,49ers,5.0,2023,77
