Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Mark Andrews,BAL,10,6,65,0,4.0,44,7.3,21,3.5,6.7,1,6.0,1,10.0,0,79.2,5.0,2023,72
Zay Flowers,BAL,11,5,73,0,3.0,63,12.6,10,2.0,15.3,1,5.0,0,0.0,0,67.6,5.0,2023,72
Nelson Agholor,BAL,5,4,64,0,3.0,56,14.0,8,2.0,17.0,0,,1,20.0,0,118.7,5.0,2023,72
Justice Hill,BAL,4,4,13,0,1.0,-12,-3.0,25,6.3,-3.0,4,1.0,0,0.0,0,80.2,5.0,2023,72
Odell Beckham Jr.,BAL,4,2,13,0,,11,5.5,2,1.0,11.8,0,,0,0.0,1,17.7,5.0,2023,72
Rashod Bateman,BAL,3,1,8,0,,7,7.0,1,1.0,15.0,0,,1,33.3,0,42.4,5.0,2023,72
Devin Duvernay,BAL,1,0,0,0,,0,,0,,23.0,0,,0,0.0,0,39.6,5.0,2023,72
George Pickens,PIT,10,6,130,1,6.0,114,19.0,16,2.7,19.6,0,,0,0.0,0,137.5,5.0,2023,72
Allen Robinson,PIT,9,5,29,0,1.0,29,5.8,0,0.0,7.2,0,,0,0.0,0,61.8,5.0,2023,72
Connor Heyward,PIT,4,3,23,0,2.0,16,5.3,7,2.3,4.5,0,,1,25.0,0,88.5,5.0,2023,72
Jaylen Warren,PIT,3,3,39,0,2.0,0,0.0,39,13.0,0.0,1,3.0,0,0.0,0,118.7,5.0,2023,72
Najee Harris,PIT,1,1,3,0,0.0,-1,-1.0,4,4.0,-1.0,0,,0,0.0,0,79.2,5.0,2023,72
Calvin Austin III,PIT,1,0,0,0,,0,,0,,14.0,0,,0,0.0,0,39.6,5.0,2023,72
Miles Boykin,PIT,1,0,0,0,,0,,0,,4.0,0,,1,100.0,0,39.6,5.0,2023,72
Darnell Washington,PIT,2,0,0,0,,0,,0,,2.0,0,,0,0.0,0,39.6,5.0,2023,72
