Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Broncos,-11.0,-6.26,-5.75,-0.51,-12.75,-5.79,-0.27,-6.89,2.49,-2.75,-4.19,4.88,6.41,-7.66,-2.19,5.0,2023,75
Jets,11.0,5.79,0.27,6.89,-2.49,6.26,5.75,0.51,12.75,2.75,-4.88,4.19,7.66,-6.41,2.19,5.0,2023,75
