Player,Pos,home_team,team,week,year,game_id
Jordan Love,QB,0,Packers,5.0,2023,78
AJ Dillon,RB,0,Packers,5.0,2023,78
Christian Watson,WR,0,Packers,5.0,2023,78
Romeo Doubs,WR,0,Packers,5.0,2023,78
Jayden Reed,WR,0,Packers,5.0,2023,78
Luke Musgrave,TE,0,Packers,5.0,2023,78
Josh Myers,OL,0,Packers,5.0,2023,78
Zach Tom,OL,0,Packers,5.0,2023,78
Elgton Jenkins,OL,0,Packers,5.0,2023,78
Rasheed Walker,T,0,Packers,5.0,2023,78
Jon Runyan Jr.,G,0,Packers,5.0,2023,78
Tedarrell Slaton,DL,0,Packers,5.0,2023,78
Kenny Clark,DL,0,Packers,5.0,2023,78
Isaiah McDuffie,LB,0,Packers,5.0,2023,78
Rashan Gary,LB,0,Packers,5.0,2023,78
Preston Smith,LB,0,Packers,5.0,2023,78
Quay Walker,LB,0,Packers,5.0,2023,78
Jaire Alexander,CB,0,Packers,5.0,2023,78
Keisean Nixon,CB,0,Packers,5.0,2023,78
Rasul Douglas,CB,0,Packers,5.0,2023,78
Rudy Ford,S,0,Packers,5.0,2023,78
Darnell Savage Jr.,S,0,Packers,5.0,2023,78
