Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Bengals,14.0,4.11,10.25,-5.81,-2.75,9.49,12.66,-3.17,11.75,0.68,-4.27,2.44,0.31,-0.82,3.02,5.0,2023,73
Cardinals,-14.0,-9.49,-12.66,3.17,-11.75,-4.11,-10.25,5.81,2.75,-0.68,-2.44,4.27,0.82,-0.31,-3.02,5.0,2023,73
