Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
C.J. Stroud,HOU,0,0,0,0,0,5.0,2023,67
Dameon Pierce,HOU,1,1,16,0,16,5.0,2023,67
Dalton Schultz,HOU,10,7,65,1,18,5.0,2023,67
Nico Collins,HOU,4,3,39,0,25,5.0,2023,67
Robert Woods,HOU,9,3,30,0,13,5.0,2023,67
Teagan Quitoriano,HOU,1,1,22,0,22,5.0,2023,67
John Metchie,HOU,2,2,20,0,14,5.0,2023,67
Devin Singletary,HOU,1,0,0,0,0,5.0,2023,67
Tank Dell,HOU,4,3,57,0,29,5.0,2023,67
Desmond Ridder,ATL,0,0,0,0,0,5.0,2023,67
Drake London,ATL,9,6,78,0,32,5.0,2023,67
Bijan Robinson,ATL,2,2,12,1,6,5.0,2023,67
Tyler Allgeier,ATL,1,0,0,0,0,5.0,2023,67
Kyle Pitts,ATL,11,7,87,0,20,5.0,2023,67
Jonnu Smith,ATL,7,6,67,0,22,5.0,2023,67
Mack Hollins,ATL,2,2,29,0,19,5.0,2023,67
Keith Smith,ATL,1,1,28,0,28,5.0,2023,67
MyCole Pruitt,ATL,1,1,22,0,22,5.0,2023,67
KhaDarel Hodge,ATL,1,1,11,0,11,5.0,2023,67
Scott Miller,ATL,2,2,10,0,7,5.0,2023,67
Cordarrelle Patterson,ATL,1,1,7,0,7,5.0,2023,67
