Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
Colton McKivitz,T,71,100%,0,0%,6,22%,1,49ers,5.0,2023,77
Spencer Burford,G,71,100%,0,0%,6,22%,1,49ers,5.0,2023,77
Jake Brendel,C,60,85%,0,0%,3,11%,1,49ers,5.0,2023,77
Trent Williams,T,60,85%,0,0%,0,0%,1,49ers,5.0,2023,77
Brock Purdy,QB,60,85%,0,0%,0,0%,1,49ers,5.0,2023,77
Brandon Aiyuk,WR,56,79%,0,0%,0,0%,1,49ers,5.0,2023,77
George Kittle,TE,56,79%,0,0%,0,0%,1,49ers,5.0,2023,77
Deebo Samuel,WR,52,73%,0,0%,0,0%,1,49ers,5.0,2023,77
Christian McCaffrey,RB,52,73%,0,0%,0,0%,1,49ers,5.0,2023,77
Aaron Banks,G,39,55%,0,0%,3,11%,1,49ers,5.0,2023,77
Jon Feliciano,C,32,45%,0,0%,6,22%,1,49ers,5.0,2023,77
Kyle Juszczyk,FB,28,39%,0,0%,0,0%,1,49ers,5.0,2023,77
Jauan Jennings,WR,27,38%,0,0%,0,0%,1,49ers,5.0,2023,77
Charlie Woerner,TE,22,31%,0,0%,24,89%,1,49ers,5.0,2023,77
Ross Dwelley,TE,15,21%,0,0%,17,63%,1,49ers,5.0,2023,77
Ronnie Bell,WR,14,20%,0,0%,5,19%,1,49ers,5.0,2023,77
Jordan Mason,RB,13,18%,0,0%,18,67%,1,49ers,5.0,2023,77
Ray-Ray McCloud,WR,13,18%,0,0%,8,30%,1,49ers,5.0,2023,77
Jaylon Moore,T,11,15%,0,0%,6,22%,1,49ers,5.0,2023,77
Matt Pryor,T,11,15%,0,0%,6,22%,1,49ers,5.0,2023,77
Sam Darnold,QB,11,15%,0,0%,0,0%,1,49ers,5.0,2023,77
Tyrion Davis-Price,RB,7,10%,0,0%,0,0%,1,49ers,5.0,2023,77
Deommodore Lenoir,CB,0,0%,37,76%,2,7%,1,49ers,5.0,2023,77
Talanoa Hufanga,SS,0,0%,36,74%,3,11%,1,49ers,5.0,2023,77
Fred Warner,LB,0,0%,36,74%,3,11%,1,49ers,5.0,2023,77
Charvarius Ward,CB,0,0%,36,74%,1,4%,1,49ers,5.0,2023,77
Dre Greenlaw,LB,0,0%,36,74%,1,4%,1,49ers,5.0,2023,77
Tashaun Gipson,FS,0,0%,36,74%,0,0%,1,49ers,5.0,2023,77
Nick Bosa,DE,0,0%,34,70%,1,4%,1,49ers,5.0,2023,77
Isaiah Oliver,CB,0,0%,31,63%,12,44%,1,49ers,5.0,2023,77
Clelin Ferrell,DE,0,0%,31,63%,3,11%,1,49ers,5.0,2023,77
Arik Armstead,DT,0,0%,27,55%,1,4%,1,49ers,5.0,2023,77
Javon Hargrave,DT,0,0%,27,55%,1,4%,1,49ers,5.0,2023,77
Oren Burks,LB,0,0%,25,51%,11,41%,1,49ers,5.0,2023,77
Javon Kinlaw,DT,0,0%,22,45%,2,7%,1,49ers,5.0,2023,77
Kevin Givens,DT,0,0%,22,45%,2,7%,1,49ers,5.0,2023,77
Austin Bryant,DE,0,0%,20,41%,2,7%,1,49ers,5.0,2023,77
George Odum,FS,0,0%,13,27%,20,74%,1,49ers,5.0,2023,77
Demetrius Flannigan-Fowles,LB,0,0%,13,27%,20,74%,1,49ers,5.0,2023,77
Ji'Ayir Brown,SS,0,0%,13,27%,18,67%,1,49ers,5.0,2023,77
Drake Jackson,DE,0,0%,13,27%,2,7%,1,49ers,5.0,2023,77
Kendall Sheffield,CB,0,0%,12,25%,20,74%,1,49ers,5.0,2023,77
Ambry Thomas,CB,0,0%,12,25%,16,59%,1,49ers,5.0,2023,77
Dee Winters,LB,0,0%,6,12%,14,52%,1,49ers,5.0,2023,77
Jake Moody,K,0,0%,0,0%,13,48%,1,49ers,5.0,2023,77
Taybor Pepper,LS,0,0%,0,0%,10,37%,1,49ers,5.0,2023,77
Mitch Wishnowsky,P,0,0%,0,0%,10,37%,1,49ers,5.0,2023,77
Anthony Brown,CB,0,0%,0,0%,1,4%,1,49ers,5.0,2023,77
