Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Joe Burrow,CIN,0,0,0,0,0,5.0,2023,73
Joe Mixon,CIN,4,4,13,0,8,5.0,2023,73
Trayveon Williams,CIN,0,0,0,0,0,5.0,2023,73
Ja'Marr Chase,CIN,19,15,192,3,63,5.0,2023,73
Trenton Irwin,CIN,10,8,60,0,13,5.0,2023,73
Tyler Boyd,CIN,7,6,39,0,14,5.0,2023,73
Andrei Iosivas,CIN,2,1,9,0,9,5.0,2023,73
Chase Brown,CIN,1,1,2,0,2,5.0,2023,73
Kwamie Lassiter II,CIN,1,1,2,0,2,5.0,2023,73
Joshua Dobbs,ARI,0,0,0,0,0,5.0,2023,73
Rondale Moore,ARI,5,3,26,0,19,5.0,2023,73
James Conner,ARI,0,0,0,0,0,5.0,2023,73
Emari Demercado,ARI,3,1,12,0,12,5.0,2023,73
Marquise Brown,ARI,10,4,61,1,25,5.0,2023,73
Geoff Swaim,ARI,2,2,22,0,11,5.0,2023,73
Michael Wilson,ARI,2,1,18,0,18,5.0,2023,73
Trey McBride,ARI,3,2,17,0,13,5.0,2023,73
Zach Ertz,ARI,4,2,10,1,6,5.0,2023,73
Zach Pascal,ARI,1,0,0,0,0,5.0,2023,73
