Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Dak Prescott,DAL,0,0,0,0,0,5.0,2023,77
Cooper Rush,DAL,0,0,0,0,0,5.0,2023,77
Tony Pollard,DAL,5,4,35,0,26,5.0,2023,77
Rico Dowdle,DAL,1,0,0,0,0,5.0,2023,77
Deuce Vaughn,DAL,1,1,1,0,1,5.0,2023,77
Brandin Cooks,DAL,4,1,7,0,7,5.0,2023,77
CeeDee Lamb,DAL,5,4,49,0,29,5.0,2023,77
Jake Ferguson,DAL,3,3,28,0,20,5.0,2023,77
KaVontae Turpin,DAL,1,1,26,1,26,5.0,2023,77
Michael Gallup,DAL,5,2,15,0,8,5.0,2023,77
Luke Schoonmaker,DAL,1,0,0,0,0,5.0,2023,77
Brock Purdy,SFO,0,0,0,0,0,5.0,2023,77
Sam Darnold,SFO,0,0,0,0,0,5.0,2023,77
Jordan Mason,SFO,1,0,0,0,0,5.0,2023,77
Christian McCaffrey,SFO,3,2,27,0,19,5.0,2023,77
Deebo Samuel,SFO,3,3,55,0,42,5.0,2023,77
Tyrion Davis-Price,SFO,0,0,0,0,0,5.0,2023,77
George Kittle,SFO,4,3,67,3,38,5.0,2023,77
Brandon Aiyuk,SFO,7,4,58,0,23,5.0,2023,77
Kyle Juszczyk,SFO,4,4,26,1,9,5.0,2023,77
Jauan Jennings,SFO,1,1,19,0,19,5.0,2023,77
Ray-Ray McCloud,SFO,1,1,1,0,1,5.0,2023,77
Ronnie Bell,SFO,1,0,0,0,0,5.0,2023,77
