Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Eagles,9.0,16.56,12.33,4.56,-4.52,-6.25,-3.22,0.27,0.0,-2.84,-3.05,1.83,0.44,-2.67,0.61,5.0,2023,74
Rams,-9.0,6.25,3.22,-0.27,0.0,-16.56,-12.33,-4.56,4.52,2.84,-1.83,3.05,2.67,-0.44,-0.61,5.0,2023,74
