Quarter,Time,Down,ToGo,Location,CIN,TEN,Detail,EPB,EPA,week,year,game_id
1.0,5:21,3.0,4.0,TEN 46,0.0,0.0,Ryan Tannehill pass incomplete short left intended for Robert Woods,1.16,-0.32,12.0,2022,168
1.0,5:15,4.0,4.0,TEN 46,0.0,0.0,"Ryan Stonehouse punts 54 yards, touchback.. Penalty on Markus Bailey: Offensive Holding, 10 yards (accepted)",-0.32,0.38,12.0,2022,168
1.0,5:08,1.0,10.0,CIN 10,0.0,0.0,Joe Burrow pass complete short right to Samaje Perine for 1 yard (tackle by Kevin Byard),-0.38,-0.71,12.0,2022,168
1.0,4:36,2.0,9.0,CIN 11,0.0,0.0,Joe Burrow sacked by DeMarcus Walker for -4 yards,-0.71,-1.77,12.0,2022,168
1.0,3:56,3.0,13.0,CIN 7,0.0,0.0,Joe Burrow pass complete short left to Hayden Hurst for no gain (tackle by David Long),-1.77,-2.49,12.0,2022,168
1.0,3:21,4.0,13.0,CIN 7,0.0,0.0,"Drue Chrisman punts 55 yards, returned by C.J. Board for 8 yards (tackle by Stanley Morgan)",-2.49,-1.99,12.0,2022,168
1.0,3:07,1.0,10.0,TEN 46,0.0,0.0,Derrick Henry left tackle for -1 yards (tackle by Logan Wilson),1.99,1.32,12.0,2022,168
1.0,2:23,2.0,11.0,TEN 45,0.0,0.0,Ryan Tannehill pass complete short left to Dontrell Hilliard for 6 yards (tackle by Cam Taylor-Britt),1.32,1.42,12.0,2022,168
1.0,1:46,3.0,5.0,CIN 49,0.0,0.0,Ryan Tannehill pass complete short left to Austin Hooper for 8 yards (tackle by Germaine Pratt),1.42,2.85,12.0,2022,168
1.0,1:09,1.0,10.0,CIN 41,0.0,0.0,Derrick Henry right end for no gain (tackle by B.J. Hill and Vonn Bell),2.85,2.31,12.0,2022,168
1.0,0:28,2.0,10.0,CIN 41,0.0,0.0,Ryan Tannehill pass incomplete deep middle intended for Treylon Burks,2.31,1.62,12.0,2022,168
1.0,0:22,3.0,10.0,CIN 41,0.0,0.0,Ryan Tannehill pass complete deep middle to Nick Westbrook-Ikhine for 25 yards (tackle by Vonn Bell),1.62,4.51,12.0,2022,168
2.0,15:00,1.0,10.0,CIN 16,0.0,0.0,Ryan Tannehill pass incomplete short right intended for Geoff Swaim,4.51,3.9,12.0,2022,168
2.0,14:57,2.0,10.0,CIN 16,0.0,0.0,Derrick Henry up the middle for 1 yard (tackle by Mike Hilton and Cam Taylor-Britt),3.9,3.22,12.0,2022,168
2.0,14:13,3.0,9.0,CIN 15,0.0,0.0,Ryan Tannehill pass incomplete short right intended for Robert Woods,3.22,2.44,12.0,2022,168
2.0,14:10,4.0,9.0,CIN 15,0.0,3.0,Caleb Shudak 33 yard field goal good,2.44,3.0,12.0,2022,168
2.0,14:06,,,TEN 35,0.0,3.0,"Caleb Shudak kicks off 65 yards, touchback.",0.0,0.61,12.0,2022,168
2.0,14:06,1.0,10.0,CIN 25,0.0,3.0,Samaje Perine right tackle for 5 yards (tackle by Kevin Byard),0.61,0.74,12.0,2022,168
2.0,13:29,2.0,5.0,CIN 30,0.0,3.0,Samaje Perine left guard for 9 yards (tackle by Amani Hooker and Sam Okuayinonu),0.74,1.53,12.0,2022,168
2.0,12:57,1.0,10.0,CIN 39,0.0,3.0,Joe Burrow pass complete deep left to Hayden Hurst for 29 yards (tackle by Amani Hooker and David Long),1.53,3.45,12.0,2022,168
2.0,12:17,1.0,10.0,TEN 32,0.0,3.0,Samaje Perine left tackle for 4 yards (tackle by Amani Hooker),3.45,3.44,12.0,2022,168
2.0,11:42,2.0,6.0,TEN 28,0.0,3.0,Joe Burrow pass incomplete short right intended for Tee Higgins,3.44,2.74,12.0,2022,168
2.0,11:38,3.0,6.0,TEN 28,0.0,3.0,Joe Burrow pass incomplete short left intended for Hayden Hurst (defended by Roger McCreary),2.74,1.61,12.0,2022,168
2.0,11:35,4.0,6.0,TEN 28,3.0,3.0,Evan McPherson 47 yard field goal good,1.61,3.0,12.0,2022,168
2.0,11:30,,,CIN 35,3.0,3.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,12.0,2022,168
2.0,11:30,1.0,10.0,TEN 25,3.0,9.0,"Ryan Tannehill pass complete short left to Derrick Henry for 69 yards. Derrick Henry fumbles (forced by Cam Taylor-Britt), recovered by Treylon Burks in end zone, touchdown",0.61,7.0,12.0,2022,168
2.0,11:15,,,CIN 15,3.0,10.0,Caleb Shudak kicks extra point good,0.0,0.0,12.0,2022,168
2.0,11:15,,,TEN 35,3.0,10.0,"Caleb Shudak kicks off 55 yards, returned by Trayveon Williams for 14 yards (tackle by Andre Smith and Cody Hollister)",0.0,0.54,12.0,2022,168
2.0,11:01,1.0,10.0,CIN 24,3.0,10.0,"Joe Burrow pass complete short left to Hayden Hurst for 7 yards. Penalty on Tee Higgins: Offensive Pass Interference, 10 yards (accepted) (no play)",0.54,-0.5,12.0,2022,168
2.0,10:35,1.0,20.0,CIN 14,3.0,10.0,Samaje Perine up the middle for 1 yard (tackle by Bud Dupree),-0.5,-1.35,12.0,2022,168
2.0,9:59,2.0,19.0,CIN 15,3.0,10.0,Joe Burrow pass incomplete short right intended for Trenton Irwin (defended by Tre Avery),-1.35,-2.25,12.0,2022,168
2.0,9:52,3.0,19.0,CIN 15,3.0,10.0,Joe Burrow pass complete short middle to Trent Taylor for 8 yards (tackle by David Long),-2.25,-1.83,12.0,2022,168
2.0,9:15,4.0,11.0,CIN 23,3.0,10.0,"Drue Chrisman punts 59 yards, returned by C.J. Board for 13 yards (tackle by Michael Thomas and Markus Bailey)",-1.83,-1.0,12.0,2022,168
2.0,9:09,1.0,10.0,TEN 31,3.0,10.0,Derrick Henry right tackle for -2 yards (tackle by Sam Hubbard),1.0,0.19,12.0,2022,168
2.0,8:30,2.0,12.0,TEN 29,3.0,10.0,Derrick Henry up the middle for 3 yards (tackle by Trey Hendrickson and Sam Hubbard),0.19,-0.1,12.0,2022,168
2.0,7:44,3.0,9.0,TEN 32,3.0,10.0,Ryan Tannehill pass incomplete short middle intended for Treylon Burks (defended by Eli Apple),-0.1,-1.24,12.0,2022,168
2.0,7:41,4.0,9.0,TEN 32,3.0,10.0,"Ryan Stonehouse punts 52 yards, returned by Trent Taylor for no gain (tackle by Joseph Jones). Penalty on Tre Flowers: Unnecessary Roughness / Offense, 8 yards (accepted)",-1.24,0.38,12.0,2022,168
2.0,7:29,1.0,10.0,CIN 8,3.0,10.0,Joe Burrow pass complete short left to Samaje Perine for 32 yards (tackle by Kevin Byard and Kristian Fulton),-0.38,1.6,12.0,2022,168
2.0,6:55,1.0,10.0,CIN 40,3.0,10.0,Trayveon Williams right end for 2 yards (tackle by David Long),1.6,1.32,12.0,2022,168
2.0,6:19,2.0,8.0,CIN 42,3.0,10.0,Joe Burrow scrambles up the middle for 4 yards (tackle by Bud Dupree),1.32,1.16,12.0,2022,168
2.0,5:34,3.0,4.0,CIN 46,3.0,10.0,Joe Burrow pass complete short middle to Hayden Hurst for 12 yards (tackle by Tre Avery and Kevin Byard),1.16,2.79,12.0,2022,168
2.0,4:52,1.0,10.0,TEN 42,3.0,10.0,Joe Burrow scrambles left end for 13 yards (tackle by Teair Tart),2.79,3.64,12.0,2022,168
2.0,4:10,1.0,10.0,TEN 29,3.0,10.0,Joe Burrow pass complete short left to Samaje Perine for -5 yards (tackle by Jeffery Simmons),3.64,2.42,12.0,2022,168
2.0,3:26,2.0,15.0,TEN 34,3.0,10.0,Joe Burrow pass complete short right to Hayden Hurst for 3 yards (tackle by Kevin Byard),2.42,2.15,12.0,2022,168
2.0,2:47,3.0,12.0,TEN 31,3.0,10.0,Joe Burrow pass complete deep right to Trayveon Williams for 24 yards (tackle by Kevin Byard),2.15,5.6,12.0,2022,168
2.0,2:00,1.0,7.0,TEN 7,9.0,10.0,"Samaje Perine right tackle for 7 yards, touchdown",5.6,7.0,12.0,2022,168
2.0,1:55,,,TEN 15,10.0,10.0,Evan McPherson kicks extra point good,0.0,0.0,12.0,2022,168
2.0,1:55,,,CIN 35,10.0,10.0,"Penalty on Joshua Kalu: Defensive Offside, 5 yards (accepted) (no play)",0.0,-2.92,12.0,2022,168
2.0,1:55,1.0,10.0,CIN 40,10.0,10.0,"Evan McPherson kicks off 60 yards, touchback.",2.92,0.61,12.0,2022,168
2.0,1:55,1.0,10.0,TEN 25,10.0,10.0,Ryan Tannehill pass complete short right to Nick Westbrook-Ikhine for 20 yards (tackle by Mike Hilton),0.61,1.93,12.0,2022,168
2.0,1:35,1.0,10.0,TEN 45,10.0,10.0,Dontrell Hilliard right tackle for 11 yards (tackle by Jessie Bates and Eli Apple),1.93,2.65,12.0,2022,168
2.0,1:16,1.0,10.0,CIN 44,10.0,10.0,Ryan Tannehill pass complete short middle to Austin Hooper for 10 yards (tackle by Logan Wilson and Tre Flowers),2.65,3.31,12.0,2022,168
2.0,0:56,1.0,10.0,CIN 34,10.0,10.0,"Ryan Tannehill pass complete to Dontrell Hilliard for no gain (tackle by Cameron Sample and Cam Taylor-Britt). Penalty on Dillon Radunz: Offensive Holding, 10 yards (accepted) (no play)",3.31,2.65,12.0,2022,168
2.0,0:53,1.0,20.0,CIN 44,10.0,10.0,Ryan Tannehill pass complete short middle to Austin Hooper for 12 yards (tackle by Logan Wilson and Germaine Pratt),2.65,3.04,12.0,2022,168
2.0,0:47,,,,,,Timeout #1 by Tennessee Titans,,,12.0,2022,168
2.0,0:47,2.0,8.0,CIN 32,10.0,10.0,Ryan Tannehill pass complete short left to Nick Westbrook-Ikhine for 3 yards (tackle by Vonn Bell),3.04,2.74,12.0,2022,168
2.0,0:42,,,,,,Timeout #2 by Tennessee Titans,,,12.0,2022,168
2.0,0:42,3.0,5.0,CIN 29,10.0,10.0,Ryan Tannehill pass complete short right to Robert Woods for 10 yards (tackle by Cam Taylor-Britt),2.74,4.31,12.0,2022,168
2.0,0:22,1.0,10.0,CIN 19,10.0,10.0,Ryan Tannehill pass complete short left to Dontrell Hilliard for 2 yards (tackle by Mike Hilton and Logan Wilson),4.31,4.03,12.0,2022,168
2.0,0:17,,,,,,Timeout #3 by Tennessee Titans,,,12.0,2022,168
2.0,0:17,2.0,8.0,CIN 17,10.0,10.0,Ryan Tannehill pass incomplete short right intended for Austin Hooper (defended by Mike Hilton),4.03,3.26,12.0,2022,168
2.0,0:12,3.0,8.0,CIN 17,10.0,10.0,Ryan Tannehill pass incomplete deep left intended for Nick Westbrook-Ikhine (defended by Logan Wilson),3.26,2.31,12.0,2022,168
2.0,0:08,4.0,8.0,CIN 17,10.0,10.0,Caleb Shudak 35 yard field goal no good,2.31,-0.61,12.0,2022,168
2.0,0:04,1.0,10.0,CIN 25,10.0,10.0,Joe Burrow kneels for -1 yards,0.61,-0.07,12.0,2022,168
3.0,15:00,,,CIN 35,10.0,10.0,"Evan McPherson kicks off 67 yards, returned by C.J. Board for 20 yards (tackle by Akeem Davis-Gaither and Michael Thomas)",0.0,0.04,12.0,2022,168
3.0,14:54,1.0,10.0,TEN 18,10.0,10.0,Derrick Henry left guard for 4 yards (tackle by B.J. Hill and Joseph Ossai),0.04,0.14,12.0,2022,168
3.0,14:19,2.0,6.0,TEN 22,10.0,10.0,Ryan Tannehill pass incomplete short right intended for Robert Woods (defended by Eli Apple),0.14,-0.66,12.0,2022,168
3.0,14:15,3.0,6.0,TEN 22,10.0,10.0,Ryan Tannehill sacked by Sam Hubbard for -10 yards,-0.66,-2.49,12.0,2022,168
3.0,13:46,4.0,16.0,TEN 12,10.0,10.0,"Ryan Stonehouse punts 48 yards, returned by Trent Taylor for 10 yards (tackle by Hassan Haskins). Penalty on Joseph Jones: Ineligible Downfield Kick, 5 yards (accepted)",-2.49,-2.59,12.0,2022,168
3.0,13:38,1.0,10.0,TEN 45,10.0,10.0,Samaje Perine left tackle for 5 yards (tackle by Amani Hooker),2.59,2.72,12.0,2022,168
3.0,12:58,2.0,5.0,TEN 40,10.0,10.0,Samaje Perine left guard for 4 yards (tackle by Dylan Cole),2.72,2.54,12.0,2022,168
3.0,12:14,3.0,1.0,TEN 36,10.0,10.0,"Samaje Perine for no gain (tackle by Roger McCreary). Penalty on La'el Collins: Offensive Holding, 9 yards (accepted) (no play)",2.54,1.36,12.0,2022,168
3.0,11:47,3.0,10.0,TEN 45,10.0,10.0,Joe Burrow pass incomplete short left intended for Tyler Boyd,1.36,0.27,12.0,2022,168
3.0,11:43,4.0,10.0,TEN 45,10.0,10.0,"Drue Chrisman punts 35 yards, fair catch by C.J. Board at TEN-10",0.27,0.38,12.0,2022,168
3.0,11:36,1.0,10.0,TEN 10,10.0,10.0,Derrick Henry right guard for 2 yards (tackle by B.J. Hill and Eli Apple),-0.38,-0.63,12.0,2022,168
3.0,10:52,2.0,8.0,TEN 12,10.0,10.0,Ryan Tannehill scrambles left end for 5 yards (tackle by Sam Hubbard),-0.63,-0.6,12.0,2022,168
3.0,10:04,3.0,3.0,TEN 17,10.0,10.0,Ryan Tannehill pass complete short left to Robert Woods for 6 yards (tackle by Cam Taylor-Britt),-0.6,0.48,12.0,2022,168
3.0,9:25,1.0,10.0,TEN 23,10.0,10.0,Ryan Tannehill pass incomplete deep left intended for Chigoziem Okonkwo,0.48,-0.07,12.0,2022,168
3.0,9:20,2.0,10.0,TEN 23,10.0,10.0,Derrick Henry up the middle for no gain (tackle by Mike Hilton),-0.07,-0.76,12.0,2022,168
3.0,8:38,3.0,10.0,TEN 23,10.0,10.0,Ryan Tannehill pass complete short left to Chigoziem Okonkwo for 6 yards (tackle by Jessie Bates and Akeem Davis-Gaither),-0.76,-1.44,12.0,2022,168
3.0,8:01,4.0,4.0,TEN 29,10.0,10.0,"Ryan Stonehouse punts 71 yards, touchback.",-1.44,-0.28,12.0,2022,168
3.0,7:54,1.0,10.0,CIN 20,10.0,10.0,Joe Burrow pass incomplete short right intended for Samaje Perine,0.28,-0.27,12.0,2022,168
3.0,7:51,2.0,10.0,CIN 20,10.0,10.0,Samaje Perine up the middle for 1 yard (tackle by Rashad Weaver),-0.27,-0.82,12.0,2022,168
3.0,7:13,3.0,9.0,CIN 21,10.0,10.0,Joe Burrow pass complete short left to Tee Higgins for 15 yards (tackle by Kristian Fulton),-0.82,1.33,12.0,2022,168
3.0,6:39,1.0,10.0,CIN 36,10.0,10.0,Joe Burrow pass complete short left to Hayden Hurst for 5 yards (tackle by Dylan Cole),1.33,1.47,12.0,2022,168
3.0,6:06,2.0,5.0,CIN 41,10.0,10.0,Joe Burrow pass incomplete short left intended for Samaje Perine,1.47,0.76,12.0,2022,168
3.0,6:03,3.0,5.0,CIN 41,10.0,10.0,Joe Burrow pass complete short right to Tyler Boyd for 7 yards (tackle by Tre Avery),0.76,2.13,12.0,2022,168
3.0,5:21,1.0,10.0,CIN 48,10.0,10.0,Samaje Perine left tackle for 8 yards (tackle by Amani Hooker),2.13,2.66,12.0,2022,168
3.0,4:35,2.0,2.0,TEN 44,10.0,10.0,Samaje Perine right guard for 7 yards (tackle by Elijah Molden),2.66,3.12,12.0,2022,168
3.0,4:00,1.0,10.0,TEN 37,10.0,10.0,Joe Burrow pass incomplete short right intended for Trent Taylor (defended by David Long),3.12,2.57,12.0,2022,168
3.0,3:54,2.0,10.0,TEN 37,10.0,10.0,"Joe Burrow scrambles up the middle for 6 yards (tackle by Elijah Molden). Penalty on Amani Hooker: Unnecessary Roughness / Defense, 15 yards (accepted)",2.57,4.51,12.0,2022,168
3.0,3:29,1.0,10.0,TEN 16,10.0,10.0,"Joe Burrow pass incomplete short right. Penalty on Joe Burrow: Intentional Grounding, 13 yards (accepted)",4.51,2.2,12.0,2022,168
3.0,3:25,2.0,23.0,TEN 29,10.0,10.0,Joe Burrow pass incomplete deep right intended for Trenton Irwin,2.2,1.55,12.0,2022,168
3.0,3:20,3.0,23.0,TEN 29,10.0,10.0,Joe Burrow pass complete short middle to Tyler Boyd for 9 yards (tackle by Amani Hooker),1.55,2.12,12.0,2022,168
3.0,2:39,4.0,14.0,TEN 20,13.0,10.0,Evan McPherson 38 yard field goal good,2.12,3.0,12.0,2022,168
3.0,2:35,,,CIN 35,13.0,10.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,12.0,2022,168
3.0,2:35,1.0,10.0,TEN 25,13.0,10.0,"Ryan Tannehill pass complete deep middle to Treylon Burks for 51 yards (tackle by Cam Taylor-Britt). Penalty on Trey Hendrickson: Roughing the Passer, 12 yards (accepted)",0.61,4.78,12.0,2022,168
3.0,2:06,1.0,10.0,CIN 12,13.0,10.0,Derrick Henry left tackle for 5 yards (tackle by Logan Wilson and D.J. Reader),4.78,5.02,12.0,2022,168
3.0,1:25,2.0,5.0,CIN 7,13.0,10.0,Derrick Henry left tackle for 1 yard (tackle by Sam Hubbard and Jessie Bates),5.02,4.38,12.0,2022,168
3.0,0:46,3.0,4.0,CIN 6,13.0,10.0,Ryan Tannehill pass incomplete short middle intended for Chigoziem Okonkwo,4.38,3.0,12.0,2022,168
3.0,0:42,4.0,4.0,CIN 6,13.0,13.0,Caleb Shudak 24 yard field goal good,3.0,3.0,12.0,2022,168
3.0,0:39,,,TEN 35,13.0,13.0,"Caleb Shudak kicks off 65 yards, touchback.",0.0,0.61,12.0,2022,168
3.0,0:39,1.0,10.0,CIN 25,13.0,13.0,Samaje Perine left tackle for 5 yards (tackle by Sam Okuayinonu and Dylan Cole),0.61,0.74,12.0,2022,168
3.0,0:05,2.0,5.0,CIN 30,13.0,13.0,"Joe Burrow pass incomplete deep right intended for Tee Higgins (defended by Kevin Byard). Penalty on Teair Tart: Defensive Offside, 5 yards (accepted) (no play)",0.74,1.27,12.0,2022,168
4.0,15:00,1.0,10.0,CIN 35,13.0,13.0,Joe Burrow pass complete deep right to Tee Higgins for 24 yards (tackle by Kevin Byard),1.27,2.85,12.0,2022,168
4.0,14:37,1.0,10.0,TEN 41,13.0,13.0,Samaje Perine right guard for -2 yards (tackle by Dylan Cole),2.85,2.04,12.0,2022,168
4.0,14:01,2.0,12.0,TEN 43,13.0,13.0,Joe Burrow pass incomplete short middle intended for Hayden Hurst,2.04,1.35,12.0,2022,168
4.0,13:58,3.0,12.0,TEN 43,13.0,13.0,"Joe Burrow pass complete deep right to Trenton Irwin for 16 yards TEN challenged the pass completion ruling, and the play was upheld.",1.35,3.78,12.0,2022,168
4.0,13:47,1.0,10.0,TEN 27,19.0,13.0,"Joe Burrow pass complete deep right to Tee Higgins for 27 yards, touchdown",3.78,7.0,12.0,2022,168
4.0,13:42,,,TEN 15,20.0,13.0,Evan McPherson kicks extra point good,0.0,0.0,12.0,2022,168
4.0,13:42,,,CIN 35,20.0,13.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,12.0,2022,168
4.0,13:42,1.0,10.0,TEN 25,20.0,13.0,Derrick Henry up the middle for 7 yards (tackle by B.J. Hill),0.61,1.01,12.0,2022,168
4.0,13:04,2.0,3.0,TEN 32,20.0,13.0,Ryan Tannehill pass complete short right to Treylon Burks for 7 yards (tackle by Eli Apple),1.01,1.53,12.0,2022,168
4.0,12:27,1.0,10.0,TEN 39,20.0,13.0,Derrick Henry right tackle for 6 yards (tackle by Vonn Bell and Germaine Pratt),1.53,1.8,12.0,2022,168
4.0,11:51,2.0,4.0,TEN 45,20.0,13.0,Derrick Henry left tackle for no gain (tackle by Germaine Pratt),1.8,1.09,12.0,2022,168
4.0,11:08,3.0,4.0,TEN 45,20.0,13.0,Ryan Tannehill scrambles left tackle for 4 yards (tackle by Cam Taylor-Britt),1.09,2.19,12.0,2022,168
4.0,10:20,1.0,10.0,TEN 49,20.0,13.0,Ryan Tannehill pass complete short right to Derrick Henry for 9 yards (tackle by Germaine Pratt and Logan Wilson),2.19,2.86,12.0,2022,168
4.0,9:33,2.0,1.0,CIN 42,20.0,13.0,Derrick Henry up the middle for no gain (tackle by Mike Hilton and B.J. Hill),2.86,2.15,12.0,2022,168
4.0,8:48,3.0,1.0,CIN 42,20.0,13.0,Ryan Tannehill pass complete short right to Chigoziem Okonkwo for 17 yards (tackle by Jessie Bates and Vonn Bell),2.15,3.91,12.0,2022,168
4.0,7:58,1.0,10.0,CIN 25,20.0,13.0,Derrick Henry left tackle for no gain (tackle by Mike Hilton),3.91,3.36,12.0,2022,168
4.0,7:14,2.0,10.0,CIN 25,20.0,13.0,"Ryan Tannehill pass complete short right to Dontrell Hilliard for -5 yards (tackle by Cameron Sample). Penalty on Dennis Daley: Ineligible Downfield Pass, 5 yards (declined)",3.36,2.01,12.0,2022,168
4.0,6:48,3.0,15.0,CIN 30,20.0,13.0,Ryan Tannehill pass complete short left to Nick Westbrook-Ikhine for 10 yards (tackle by Mike Hilton and Logan Wilson),2.01,2.17,12.0,2022,168
4.0,6:11,4.0,5.0,CIN 20,20.0,16.0,Caleb Shudak 38 yard field goal good,2.17,3.0,12.0,2022,168
4.0,6:07,,,TEN 35,20.0,16.0,"Caleb Shudak kicks off 65 yards, touchback.",0.0,0.61,12.0,2022,168
4.0,6:07,1.0,10.0,CIN 25,20.0,16.0,Joe Burrow pass complete short right to Tee Higgins for 8 yards (tackle by Roger McCreary),0.61,1.14,12.0,2022,168
4.0,5:28,2.0,2.0,CIN 33,20.0,16.0,Samaje Perine right guard for 2 yards (tackle by Amani Hooker and Rashad Weaver),1.14,1.27,12.0,2022,168
4.0,4:43,1.0,10.0,CIN 35,20.0,16.0,Joe Burrow pass complete short middle to Hayden Hurst for 8 yards (tackle by David Long and Dylan Cole),1.27,1.8,12.0,2022,168
4.0,3:57,2.0,2.0,CIN 43,20.0,16.0,Trayveon Williams right end for 16 yards (tackle by Jeffery Simmons),1.8,2.85,12.0,2022,168
4.0,3:49,1.0,10.0,TEN 41,20.0,16.0,Samaje Perine up the middle for no gain (tackle by David Long and Jeffery Simmons),2.85,2.31,12.0,2022,168
4.0,3:08,2.0,10.0,TEN 41,20.0,16.0,Joe Burrow pass complete deep right to Tee Higgins for 29 yards (tackle by Kristian Fulton),2.31,4.78,12.0,2022,168
4.0,2:53,,,,,,Timeout #2 by Tennessee Titans,,,12.0,2022,168
4.0,2:53,1.0,10.0,TEN 12,20.0,16.0,Samaje Perine up the middle for 3 yards (tackle by Kevin Strong and Jeffery Simmons),4.78,4.64,12.0,2022,168
4.0,2:06,2.0,7.0,TEN 9,20.0,16.0,Samaje Perine left end for -4 yards (tackle by DeMarcus Walker),4.64,3.1,12.0,2022,168
4.0,2:00,3.0,11.0,TEN 13,20.0,16.0,Joe Burrow up the middle for no gain (tackle by Jeffery Simmons),3.1,2.57,12.0,2022,168
4.0,1:56,,,,,,Timeout #3 by Tennessee Titans,,,12.0,2022,168
4.0,1:56,4.0,11.0,TEN 13,20.0,16.0,"Penalty on Kevin Strong: Unnecessary Roughness / Defense, 7 yards (accepted) (no play)",2.57,5.83,12.0,2022,168
