Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Derek Carr,LVR,0,0,0,0,0,12.0,2022,175
Josh Jacobs,LVR,7,6,74,0,28,12.0,2022,175
Zamir White,LVR,0,0,0,0,0,12.0,2022,175
Ameer Abdullah,LVR,3,3,39,1,18,12.0,2022,175
Davante Adams,LVR,11,7,74,0,28,12.0,2022,175
Mack Hollins,LVR,5,4,63,1,36,12.0,2022,175
Foster Moreau,LVR,7,3,33,1,17,12.0,2022,175
Keelan Cole,LVR,2,2,12,0,9,12.0,2022,175
Jakob Johnson,LVR,1,0,0,0,0,12.0,2022,175
Geno Smith,SEA,0,0,0,0,0,12.0,2022,175
Kenneth Walker III,SEA,1,1,13,0,13,12.0,2022,175
Travis Homer,SEA,3,2,45,1,27,12.0,2022,175
Marquise Goodwin,SEA,3,3,48,0,21,12.0,2022,175
DeeJay Dallas,SEA,2,2,13,0,9,12.0,2022,175
D.K. Metcalf,SEA,15,11,90,0,24,12.0,2022,175
Tyler Lockett,SEA,7,3,68,1,35,12.0,2022,175
Noah Fant,SEA,3,3,34,0,24,12.0,2022,175
Will Dissly,SEA,3,2,17,0,12,12.0,2022,175
