Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Alvin Kamara,NOR,7,13,0,2.0,6,0.9,7,1.0,0,,12.0,2022,178
Taysom Hill,NOR,6,13,0,,4,0.7,9,1.5,0,,12.0,2022,178
Andy Dalton,NOR,4,21,0,0.0,18,4.5,3,0.8,0,,12.0,2022,178
Mark Ingram,NOR,4,10,0,1.0,8,2.0,2,0.5,0,,12.0,2022,178
Rashid Shaheed,NOR,1,6,0,1.0,6,6.0,0,0.0,0,,12.0,2022,178
Christian McCaffrey,SFO,11,32,0,2.0,14,1.3,18,1.6,0,,12.0,2022,178
Elijah Mitchell,SFO,7,35,0,1.0,8,1.1,27,3.9,0,,12.0,2022,178
Jordan Mason,SFO,5,25,0,2.0,11,2.2,14,2.8,0,,12.0,2022,178
Jimmy Garoppolo,SFO,4,4,0,1.0,0,0.0,4,1.0,0,,12.0,2022,178
Deebo Samuel,SFO,2,0,0,0.0,-3,-1.5,3,1.5,0,,12.0,2022,178
