Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Andy Dalton,NOR,4,21,0,10,12.0,2022,178
Taysom Hill,NOR,6,13,0,6,12.0,2022,178
Alvin Kamara,NOR,7,13,0,6,12.0,2022,178
Mark Ingram,NOR,4,10,0,5,12.0,2022,178
Rashid Shaheed,NOR,1,6,0,6,12.0,2022,178
Chris Olave,NOR,0,0,0,0,12.0,2022,178
Jarvis Landry,NOR,0,0,0,0,12.0,2022,178
Adam Trautman,NOR,0,0,0,0,12.0,2022,178
Tre'Quan Smith,NOR,0,0,0,0,12.0,2022,178
Juwan Johnson,NOR,0,0,0,0,12.0,2022,178
Jimmy Garoppolo,SFO,4,4,0,3,12.0,2022,178
Elijah Mitchell,SFO,7,35,0,12,12.0,2022,178
Christian McCaffrey,SFO,11,32,0,9,12.0,2022,178
Jordan Mason,SFO,5,25,0,9,12.0,2022,178
Brandon Aiyuk,SFO,0,0,0,0,12.0,2022,178
Jauan Jennings,SFO,0,0,0,0,12.0,2022,178
Deebo Samuel,SFO,2,0,0,3,12.0,2022,178
George Kittle,SFO,0,0,0,0,12.0,2022,178
Ray-Ray McCloud,SFO,0,0,0,0,12.0,2022,178
Kyle Juszczyk,SFO,0,0,0,0,12.0,2022,178
