#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,12:40,DEN 5,3,1:35,-1,Punt,0,Broncos,12.0,2022,173
2,1,9:33,DEN 12,3,2:03,9,Punt,0,Broncos,12.0,2022,173
3,1,0:30,DEN 25,5,2:44,13,Punt,0,Broncos,12.0,2022,173
4,2,12:46,CAR 27,5,2:35,18,Field Goal,0,Broncos,12.0,2022,173
5,2,4:42,DEN 25,3,0:46,52,Fumble,0,Broncos,12.0,2022,173
6,2,1:48,DEN 15,5,0:54,15,Punt,0,Broncos,12.0,2022,173
7,2,0:30,DEN 29,5,0:30,33,Missed FG,0,Broncos,12.0,2022,173
8,3,15:00,DEN 25,3,1:26,8,Punt,0,Broncos,12.0,2022,173
9,3,7:21,DEN 28,6,3:09,7,Punt,0,Broncos,12.0,2022,173
10,3,1:54,DEN 9,3,1:02,9,Punt,0,Broncos,12.0,2022,173
12,4,8:59,DEN 23,14,5:40,77,Touchdown,0,Broncos,12.0,2022,173
13,4,3:19,DEN 43,4,0:24,0,Downs,0,Broncos,12.0,2022,173
