Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Jaylon Johnson,CHI,0,5,5,100.0%,38.0,7.6,7.6,0.0,98.3,6.0,25.0,13.0,1,0,0,0.0,0,7,2,22.2%,12.0,2022,174
Kindle Vildor,CHI,0,6,4,66.7%,86.0,21.5,14.3,2.0,149.3,5.8,29.0,57.0,0,0,0,0.0,0,4,2,33.3%,12.0,2022,174
Nicholas Morrow,CHI,0,3,3,100.0%,31.0,10.3,10.3,0.0,109.7,2.0,6.0,25.0,2,0,0,0.0,0,8,1,11.1%,12.0,2022,174
Jack Sanborn,CHI,0,3,3,100.0%,32.0,10.7,10.7,0.0,111.1,2.3,7.0,25.0,0,0,0,0.0,0,15,2,11.8%,12.0,2022,174
Matthew Adams,CHI,0,2,2,100.0%,18.0,9.0,9.0,0.0,104.2,0.0,0.0,18.0,0,0,0,0.0,0,3,1,25.0%,12.0,2022,174
Jaylon Jones,CHI,0,2,2,100.0%,48.0,24.0,24.0,0.0,118.7,11.0,22.0,26.0,1,0,0,0.0,0,2,0,0.0%,12.0,2022,174
DeAndre Houston-Carson,CHI,0,4,2,50.0%,11.0,5.5,2.8,0.0,56.2,3.5,6.0,5.0,0,0,0,0.0,0,9,1,10.0%,12.0,2022,174
Elijah Hicks,CHI,0,2,2,100.0%,51.0,25.5,25.5,1.0,158.3,18.5,37.0,14.0,0,0,0,0.0,0,6,1,14.3%,12.0,2022,174
Armon Watts,CHI,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%,12.0,2022,174
Dominique Robinson,CHI,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%,12.0,2022,174
Eddie Jackson,CHI,0,1,0,0.0%,,,0.0,,39.6,10.0,,,0,0,0,0.0,0,3,1,25.0%,12.0,2022,174
Angelo Blackson,CHI,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%,12.0,2022,174
D.J. Reed,NYJ,0,6,4,66.7%,22.0,5.5,3.7,1.0,112.5,7.5,10.0,12.0,1,0,0,0.0,0,6,0,0.0%,12.0,2022,174
Sauce Gardner,NYJ,0,5,2,40.0%,38.0,19.0,7.6,0.0,67.1,12.4,26.0,12.0,0,0,0,0.0,0,3,0,0.0%,12.0,2022,174
Jordan Whitehead,NYJ,0,3,2,66.7%,34.0,17.0,11.3,0.0,104.9,13.3,19.0,15.0,0,0,0,0.0,0,5,1,16.7%,12.0,2022,174
Michael Carter II,NYJ,0,3,2,66.7%,11.0,5.5,3.7,0.0,72.9,0.3,-4.0,15.0,0,0,0,0.0,0,2,0,0.0%,12.0,2022,174
C.J. Mosley,NYJ,1,3,1,33.3%,33.0,33.0,11.0,0.0,36.1,2.0,2.0,31.0,0,0,1,0.0,1,10,0,0.0%,12.0,2022,174
Quincy Williams,NYJ,0,2,1,50.0%,12.0,12.0,6.0,0.0,68.7,9.5,13.0,-1.0,0,0,0,0.0,0,5,0,0.0%,12.0,2022,174
Lamarcus Joyner,NYJ,0,1,1,100.0%,3.0,3.0,3.0,0.0,79.2,1.0,1.0,2.0,0,0,0,0.0,0,5,2,28.6%,12.0,2022,174
Brandin Echols,NYJ,0,1,1,100.0%,26.0,26.0,26.0,0.0,118.7,2.0,2.0,24.0,0,0,0,0.0,0,0,1,100.0%,12.0,2022,174
Bryce Huff,NYJ,0,0,0,,,,,,,,,,1,0,0,1.0,1,1,0,0.0%,12.0,2022,174
John Franklin-Myers,NYJ,0,0,0,,,,,,,,,,0,0,0,0.5,1,3,0,0.0%,12.0,2022,174
Nathan Shepherd,NYJ,0,0,0,,,,,,,,,,0,0,0,0.5,1,4,1,20.0%,12.0,2022,174
Micheal Clemons,NYJ,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%,12.0,2022,174
Quinnen Williams,NYJ,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,1,50.0%,12.0,2022,174
Kwon Alexander,NYJ,0,0,0,,,,,,,,,,2,1,0,0.0,1,4,0,0.0%,12.0,2022,174
Will Parks,NYJ,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,2,100.0%,12.0,2022,174
Vinny Curry,NYJ,0,1,0,0.0%,,,0.0,,39.6,-4.0,,,0,0,0,0.0,0,0,1,100.0%,12.0,2022,174
