Player,Pos,home_team,team,week,year,game_id
Jacoby Brissett,QB,1,Browns,12.0,2022,169
Nick Chubb,RB,1,Browns,12.0,2022,169
Donovan Peoples-Jones,WR,1,Browns,12.0,2022,169
Amari Cooper,WR,1,Browns,12.0,2022,169
David Njoku,TE,1,Browns,12.0,2022,169
Jedrick Wills Jr.,T,1,Browns,12.0,2022,169
Chris Hubbard,T,1,Browns,12.0,2022,169
Jack Conklin,T,1,Browns,12.0,2022,169
Hjalte Froholdt,G,1,Browns,12.0,2022,169
Wyatt Teller,G,1,Browns,12.0,2022,169
Joel Bitonio,G,1,Browns,12.0,2022,169
Myles Garrett,DE,1,Browns,12.0,2022,169
Jadeveon Clowney,DE,1,Browns,12.0,2022,169
Jordan Elliott,DT,1,Browns,12.0,2022,169
Taven Bryan,DT,1,Browns,12.0,2022,169
Tony Fields,LB,1,Browns,12.0,2022,169
Jeremiah Owusu-Koramoah,LB,1,Browns,12.0,2022,169
Sione Takitaki,LB,1,Browns,12.0,2022,169
Martin Emerson,CB,1,Browns,12.0,2022,169
Denzel Ward,CB,1,Browns,12.0,2022,169
Grant Delpit,S,1,Browns,12.0,2022,169
John Johnson,S,1,Browns,12.0,2022,169
