Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Panthers,13.0,6.49,6.37,0.12,0.0,9.5,9.0,0.18,3.84,-1.36,0.13,-0.58,6.33,-10.05,2.81,12.0,2022,173
Broncos,-13.0,-9.5,-9.0,-0.18,-3.84,-6.49,-6.37,-0.12,0.0,1.36,0.58,-0.13,10.05,-6.33,-2.81,12.0,2022,173
