Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Texans,-17.0,-22.74,-19.94,0.56,-13.47,1.9,-9.91,11.15,3.53,3.97,-2.44,1.92,5.99,0.35,-1.85,12.0,2022,170
Dolphins,17.0,-1.9,9.91,-11.15,-3.53,22.74,19.94,-0.56,13.47,-3.97,-1.92,2.44,-0.35,-5.99,1.85,12.0,2022,170
