Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Packers,-7.0,11.56,8.92,2.95,-7.04,-20.82,4.45,-26.23,7.72,-0.51,-6.5,7.84,1.24,-1.33,-1.76,12.0,2022,179
Eagles,7.0,20.82,-4.45,26.23,-7.72,-11.56,-8.92,-2.95,7.04,0.51,-7.84,6.5,1.33,-1.24,1.76,12.0,2022,179
