Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Browns,6.0,2.41,-5.33,7.08,0.26,1.81,3.49,-2.21,0.0,1.78,-3.05,3.43,5.04,-1.5,-2.14,12.0,2022,169
Buccaneers,-6.0,-1.81,-3.49,2.21,0.0,-2.41,5.33,-7.08,-0.26,-1.78,-3.43,3.05,1.5,-5.04,2.14,12.0,2022,169
