Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Andy Dalton,NOR,0,0,0,0,0,12.0,2022,178
Taysom Hill,NOR,2,1,7,0,7,12.0,2022,178
Alvin Kamara,NOR,7,6,37,0,10,12.0,2022,178
Mark Ingram,NOR,1,0,0,0,0,12.0,2022,178
Rashid Shaheed,NOR,3,2,53,0,35,12.0,2022,178
Chris Olave,NOR,9,5,62,0,20,12.0,2022,178
Jarvis Landry,NOR,4,2,20,0,12,12.0,2022,178
Adam Trautman,NOR,1,1,17,0,17,12.0,2022,178
Tre'Quan Smith,NOR,1,1,8,0,8,12.0,2022,178
Juwan Johnson,NOR,2,0,0,0,0,12.0,2022,178
Jimmy Garoppolo,SFO,0,0,0,0,0,12.0,2022,178
Elijah Mitchell,SFO,2,2,8,0,5,12.0,2022,178
Christian McCaffrey,SFO,6,4,17,0,9,12.0,2022,178
Jordan Mason,SFO,0,0,0,0,0,12.0,2022,178
Brandon Aiyuk,SFO,8,5,65,0,27,12.0,2022,178
Jauan Jennings,SFO,7,6,49,1,13,12.0,2022,178
Deebo Samuel,SFO,7,3,43,0,20,12.0,2022,178
George Kittle,SFO,4,3,26,0,14,12.0,2022,178
Ray-Ray McCloud,SFO,1,1,12,0,12,12.0,2022,178
Kyle Juszczyk,SFO,2,2,2,0,2,12.0,2022,178
