Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Chris Pierce,,,0,0,,,,,,,,,,1,0,0,,0,,0,,12.0,2022,176
Bryce Callahan,LAC,0.0,5,4,80.0%,28.0,7.0,5.6,0.0,90.0,7.0,7.0,21.0,4,2,0,0.0,2,5.0,1,16.7%,12.0,2022,176
Derwin James,LAC,1.0,5,4,80.0%,67.0,16.8,13.4,0.0,79.2,15.0,53.0,14.0,0,0,0,0.0,0,8.0,0,0.0%,12.0,2022,176
Kenneth Murray,LAC,0.0,4,3,75.0%,14.0,4.7,3.5,1.0,118.7,3.5,10.0,4.0,2,0,0,0.0,0,7.0,1,12.5%,12.0,2022,176
Michael Davis,LAC,0.0,6,2,33.3%,15.0,7.5,2.5,0.0,42.4,16.2,7.0,8.0,1,0,0,1.0,1,6.0,0,0.0%,12.0,2022,176
Alohi Gilman,LAC,0.0,3,2,66.7%,20.0,10.0,6.7,0.0,85.4,5.0,10.0,10.0,0,0,0,0.0,0,10.0,0,0.0%,12.0,2022,176
JT Woods,LAC,0.0,1,1,100.0%,33.0,33.0,33.0,1.0,158.3,12.0,12.0,21.0,0,0,0,0.0,0,0.0,1,100.0%,12.0,2022,176
Drue Tranquill,LAC,0.0,1,1,100.0%,9.0,9.0,9.0,0.0,104.2,-4.0,-4.0,13.0,4,0,0,0.0,0,9.0,0,0.0%,12.0,2022,176
Asante Samuel Jr.,LAC,0.0,1,1,100.0%,5.0,5.0,5.0,0.0,87.5,4.0,4.0,1.0,0,0,0,0.0,0,2.0,0,0.0%,12.0,2022,176
Khalil Mack,LAC,0.0,0,0,,,,,,,,,,1,1,0,0.0,1,2.0,0,0.0%,12.0,2022,176
Joshua Kelley,LAC,0.0,1,0,0.0%,,,0.0,,39.6,25.0,,,0,0,0,0.0,0,0.0,0,,12.0,2022,176
Kyle Van Noy,LAC,0.0,0,0,,,,,,,,,,1,0,0,0.0,0,5.0,0,0.0%,12.0,2022,176
Isaiah Simmons,ARI,0.0,11,6,54.5%,60.0,10.0,5.5,2.0,109.8,5.0,26.0,34.0,4,0,0,1.0,1,8.0,0,0.0%,12.0,2022,176
Trayvon Mullen,ARI,0.0,5,5,100.0%,48.0,9.6,9.6,1.0,146.2,7.2,36.0,12.0,1,0,1,0.0,1,3.0,1,25.0%,12.0,2022,176
Antonio Hamilton,ARI,0.0,6,5,83.3%,53.0,10.6,8.8,0.0,103.5,3.7,5.0,48.0,2,0,0,0.0,0,5.0,1,16.7%,12.0,2022,176
Marco Wilson,ARI,0.0,7,5,71.4%,33.0,6.6,4.7,0.0,81.2,6.0,27.0,6.0,1,0,0,0.0,0,8.0,0,0.0%,12.0,2022,176
Tanner Vallejo,ARI,0.0,4,3,75.0%,30.0,10.0,7.5,0.0,95.8,2.3,6.0,24.0,0,0,0,0.0,0,2.0,1,33.3%,12.0,2022,176
Jalen Thompson,ARI,0.0,3,3,100.0%,36.0,12.0,12.0,0.0,116.7,3.0,9.0,27.0,0,0,0,0.0,0,4.0,0,0.0%,12.0,2022,176
Ben Niemann,ARI,0.0,3,2,66.7%,-3.0,-1.5,-1.0,0.0,70.1,-5.0,-11.0,8.0,0,0,0,0.0,0,4.0,0,0.0%,12.0,2022,176
Zaven Collins,ARI,0.0,3,2,66.7%,0.0,0.0,0.0,0.0,70.1,2.0,-2.0,2.0,5,0,0,0.0,0,3.0,0,0.0%,12.0,2022,176
Budda Baker,ARI,0.0,3,2,66.7%,4.0,2.0,1.3,0.0,70.1,2.0,-3.0,7.0,4,0,0,0.0,0,5.0,0,0.0%,12.0,2022,176
Myjai Sanders,ARI,0.0,1,1,100.0%,3.0,3.0,3.0,0.0,79.2,-4.0,-4.0,7.0,0,0,1,0.0,1,1.0,0,0.0%,12.0,2022,176
Dennis Gardeck,ARI,0.0,1,1,100.0%,10.0,10.0,10.0,0.0,108.3,10.0,10.0,0.0,0,0,0,0.0,0,1.0,0,0.0%,12.0,2022,176
Zach Allen,ARI,0.0,0,0,,,,,,,,,,0,1,3,1.0,5,2.0,0,0.0%,12.0,2022,176
J.J. Watt,ARI,0.0,0,0,,,,,,,,,,0,0,2,1.0,3,2.0,0,0.0%,12.0,2022,176
Markus Golden,ARI,0.0,0,0,,,,,,,,,,0,2,1,0.0,3,1.0,0,0.0%,12.0,2022,176
Cameron Thomas,ARI,0.0,0,0,,,,,,,,,,1,0,0,1.0,1,1.0,0,0.0%,12.0,2022,176
Trysten Hill,ARI,0.0,0,0,,,,,,,,,,0,0,1,0.0,1,3.0,0,0.0%,12.0,2022,176
