Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
David Montgomery,CHI,14,79,0,4.0,41,2.9,38,2.7,6,2.3,12.0,2022,174
Darrynton Evans,CHI,9,34,0,2.0,25,2.8,9,1.0,0,,12.0,2022,174
Trevor Siemian,CHI,4,8,0,1.0,8,2.0,0,0.0,0,,12.0,2022,174
Velus Jones Jr.,CHI,2,6,0,,5,2.5,1,0.5,0,,12.0,2022,174
Zonovan Knight,NYJ,14,69,0,4.0,48,3.4,21,1.5,2,7.0,12.0,2022,174
Michael Carter,NYJ,6,21,0,,14,2.3,7,1.2,1,6.0,12.0,2022,174
Ty Johnson,NYJ,5,62,1,2.0,16,3.2,46,9.2,5,1.0,12.0,2022,174
Mike White,NYJ,3,2,0,1.0,2,0.7,0,0.0,0,,12.0,2022,174
Braxton Berrios,NYJ,2,9,0,1.0,7,3.5,2,1.0,0,,12.0,2022,174
Elijah Moore,NYJ,1,-4,0,0.0,-4,-4.0,0,0.0,0,,12.0,2022,174
Garrett Wilson,NYJ,1,-1,0,0.0,-1,-1.0,0,0.0,0,,12.0,2022,174
