#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,CAR 25,4,2:20,19,Punt,1,Panthers,12.0,2022,173
2,1,11:05,DEN 41,3,1:32,-8,Punt,1,Panthers,12.0,2022,173
3,1,7:30,CAR 29,11,7:00,71,Touchdown,1,Panthers,12.0,2022,173
4,2,10:11,CAR 25,10,5:29,51,Field Goal,1,Panthers,12.0,2022,173
5,2,3:56,CAR 21,3,2:08,8,Punt,1,Panthers,12.0,2022,173
6,2,0:54,CAR 17,3,0:24,2,Punt,1,Panthers,12.0,2022,173
7,3,13:34,CAR 28,10,6:13,72,Touchdown,1,Panthers,12.0,2022,173
8,3,4:12,CAR 15,3,2:18,8,Punt,1,Panthers,12.0,2022,173
9,3,0:52,CAR 25,7,2:19,67,Field Goal,1,Panthers,12.0,2022,173
10,4,13:24,DEN 35,7,4:25,17,Field Goal,1,Panthers,12.0,2022,173
11,4,2:55,DEN 43,7,2:55,22,End of Game,1,Panthers,12.0,2022,173
