Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Tyler Allgeier,ATL,11,54,0,3.0,34,3.1,20,1.8,0,,12.0,2022,172
Cordarrelle Patterson,ATL,11,52,0,3.0,25,2.3,27,2.5,0,,12.0,2022,172
Marcus Mariota,ATL,6,49,0,3.0,42,7.0,7,1.2,1,6.0,12.0,2022,172
Caleb Huntley,ATL,1,12,0,1.0,12,12.0,0,0.0,0,,12.0,2022,172
Brian Robinson Jr.,WAS,18,105,0,7.0,74,4.1,31,1.7,0,,12.0,2022,172
Antonio Gibson,WAS,9,32,0,2.0,27,3.0,5,0.6,0,,12.0,2022,172
Curtis Samuel,WAS,4,13,0,,8,2.0,5,1.3,0,,12.0,2022,172
Jonathan Williams,WAS,4,22,0,2.0,11,2.8,11,2.8,0,,12.0,2022,172
Taylor Heinicke,WAS,1,-1,0,0.0,-1,-1.0,0,0.0,0,,12.0,2022,172
Terry McLaurin,WAS,1,5,0,0.0,5,5.0,0,0.0,0,,12.0,2022,172
