Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Tom Brady,TAM,1,2,0,2,12.0,2022,169
Rachaad White,TAM,14,64,0,35,12.0,2022,169
Julio Jones,TAM,1,15,0,15,12.0,2022,169
Ke'Shawn Vaughn,TAM,4,15,0,6,12.0,2022,169
Chris Godwin,TAM,0,0,0,0,12.0,2022,169
Mike Evans,TAM,0,0,0,0,12.0,2022,169
Cameron Brate,TAM,0,0,0,0,12.0,2022,169
Ko Kieft,TAM,0,0,0,0,12.0,2022,169
Breshad Perriman,TAM,0,0,0,0,12.0,2022,169
Jacoby Brissett,CLE,2,27,0,17,12.0,2022,169
Nick Chubb,CLE,26,116,1,28,12.0,2022,169
Anthony Schwartz,CLE,1,31,1,31,12.0,2022,169
Kareem Hunt,CLE,5,15,0,9,12.0,2022,169
Amari Cooper,CLE,0,0,0,0,12.0,2022,169
David Njoku,CLE,0,0,0,0,12.0,2022,169
David Bell,CLE,0,0,0,0,12.0,2022,169
Donovan Peoples-Jones,CLE,0,0,0,0,12.0,2022,169
Harrison Bryant,CLE,0,0,0,0,12.0,2022,169
