Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Bryce Perkins,LAR,0,0,12.0,2022,177
Riley Dixon,LAR,0,0,12.0,2022,177
Cam Akers,LAR,0,0,12.0,2022,177
Kyren Williams,LAR,0,0,12.0,2022,177
Van Jefferson,LAR,0,0,12.0,2022,177
Tutu Atwell,LAR,0,0,12.0,2022,177
Brycen Hopkins,LAR,0,0,12.0,2022,177
Jacob Harris,LAR,0,0,12.0,2022,177
Brandon Powell,LAR,0,0,12.0,2022,177
Ben Skowronek,LAR,0,0,12.0,2022,177
Lance McCutcheon,LAR,0,0,12.0,2022,177
Patrick Mahomes,KAN,0,0,12.0,2022,177
Isiah Pacheco,KAN,0,0,12.0,2022,177
Ronald Jones II,KAN,0,0,12.0,2022,177
Travis Kelce,KAN,0,0,12.0,2022,177
Marquez Valdes-Scantling,KAN,0,0,12.0,2022,177
JuJu Smith-Schuster,KAN,0,0,12.0,2022,177
Skyy Moore,KAN,1,1,12.0,2022,177
Jerick McKinnon,KAN,0,0,12.0,2022,177
Justin Watson,KAN,0,0,12.0,2022,177
Jody Fortson,KAN,0,0,12.0,2022,177
Noah Gray,KAN,0,0,12.0,2022,177
