Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Russell Wilson,DEN,0,0,0,0,0,12.0,2022,173
Latavius Murray,DEN,1,1,6,0,6,12.0,2022,173
Kendall Hinton,DEN,9,5,35,0,14,12.0,2022,173
Marlon Mack,DEN,1,1,5,0,5,12.0,2022,173
Montrell Washington,DEN,3,1,-3,0,-3,12.0,2022,173
Courtland Sutton,DEN,8,6,75,0,22,12.0,2022,173
Greg Dulcich,DEN,3,2,11,0,9,12.0,2022,173
Brandon Johnson,DEN,4,2,10,1,9,12.0,2022,173
Devine Ozigbo,DEN,1,1,3,0,3,12.0,2022,173
Jalen Virgil,DEN,2,0,0,0,0,12.0,2022,173
Sam Darnold,CAR,0,0,0,0,0,12.0,2022,173
D'Onta Foreman,CAR,0,0,0,0,0,12.0,2022,173
Chuba Hubbard,CAR,0,0,0,0,0,12.0,2022,173
Laviska Shenault Jr.,CAR,2,2,19,0,14,12.0,2022,173
Sean Chandler,CAR,0,0,0,0,0,12.0,2022,173
D.J. Moore,CAR,6,4,103,1,52,12.0,2022,173
Ian Thomas,CAR,2,2,21,0,15,12.0,2022,173
Raheem Blackshear,CAR,2,1,11,0,11,12.0,2022,173
Terrace Marshall Jr.,CAR,3,1,8,0,8,12.0,2022,173
Tommy Tremble,CAR,2,1,2,0,2,12.0,2022,173
