#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,11:19,GNB 9,3,0:56,6,Interception,0,Packers,12.0,2022,179
2,1,9:02,GNB 41,4,2:22,59,Touchdown,0,Packers,12.0,2022,179
3,1,5:00,PHI 37,5,1:51,37,Touchdown,0,Packers,12.0,2022,179
4,2,14:54,GNB 25,6,3:42,47,Interception,0,Packers,12.0,2022,179
5,2,8:38,PHI 13,3,0:57,13,Touchdown,0,Packers,12.0,2022,179
6,2,5:48,GNB 18,5,3:32,11,Punt,0,Packers,12.0,2022,179
7,2,0:13,GNB 25,1,0:13,-1,End of Half,0,Packers,12.0,2022,179
8,3,15:00,GNB 47,3,2:18,-2,Punt,0,Packers,12.0,2022,179
9,3,7:19,GNB 25,10,5:16,64,Field Goal,0,Packers,12.0,2022,179
10,4,11:11,GNB 25,4,2:11,75,Touchdown,0,Packers,12.0,2022,179
11,4,2:16,GNB 47,7,1:08,38,Field Goal,0,Packers,12.0,2022,179
