Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Bryce Perkins,LAR,0,0,0,0,0,12.0,2022,177
Riley Dixon,LAR,0,0,0,0,0,12.0,2022,177
Cam Akers,LAR,0,0,0,0,0,12.0,2022,177
Kyren Williams,LAR,3,3,25,0,15,12.0,2022,177
Van Jefferson,LAR,6,3,29,1,16,12.0,2022,177
Tutu Atwell,LAR,2,2,23,0,15,12.0,2022,177
Brycen Hopkins,LAR,2,1,12,0,12,12.0,2022,177
Jacob Harris,LAR,1,1,6,0,6,12.0,2022,177
Brandon Powell,LAR,2,2,6,0,5,12.0,2022,177
Ben Skowronek,LAR,4,2,5,0,5,12.0,2022,177
Lance McCutcheon,LAR,4,0,0,0,0,12.0,2022,177
Patrick Mahomes,KAN,0,0,0,0,0,12.0,2022,177
Isiah Pacheco,KAN,1,1,17,0,17,12.0,2022,177
Ronald Jones II,KAN,1,1,22,0,22,12.0,2022,177
Travis Kelce,KAN,8,4,57,1,39,12.0,2022,177
Marquez Valdes-Scantling,KAN,5,4,56,0,23,12.0,2022,177
JuJu Smith-Schuster,KAN,3,3,38,0,15,12.0,2022,177
Skyy Moore,KAN,6,5,36,0,18,12.0,2022,177
Jerick McKinnon,KAN,6,3,26,0,11,12.0,2022,177
Justin Watson,KAN,2,2,26,0,14,12.0,2022,177
Jody Fortson,KAN,3,2,26,0,21,12.0,2022,177
Noah Gray,KAN,2,2,16,0,9,12.0,2022,177
