Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Justin Herbert,LAC,0,0,0,0,0,12.0,2022,176
Austin Ekeler,LAC,15,11,60,1,12,12.0,2022,176
Joshua Kelley,LAC,3,2,16,0,11,12.0,2022,176
Isaiah Spiller,LAC,1,1,2,0,2,12.0,2022,176
DeAndre Carter,LAC,10,7,73,1,33,12.0,2022,176
Josh Palmer,LAC,7,5,56,0,18,12.0,2022,176
Keenan Allen,LAC,7,5,49,1,16,12.0,2022,176
Gerald Everett,LAC,4,4,18,0,10,12.0,2022,176
Kyler Murray,ARI,0,0,0,0,0,12.0,2022,176
James Conner,ARI,3,3,20,1,9,12.0,2022,176
Keaontay Ingram,ARI,0,0,0,0,0,12.0,2022,176
DeAndre Hopkins,ARI,6,4,87,1,33,12.0,2022,176
Marquise Brown,ARI,8,6,46,0,13,12.0,2022,176
Robbie Chosen,ARI,3,1,17,0,17,12.0,2022,176
Corey Clement,ARI,1,1,8,0,8,12.0,2022,176
Andre Baccellia,ARI,1,1,7,0,7,12.0,2022,176
A.J. Green,ARI,2,1,5,0,5,12.0,2022,176
Trey McBride,ARI,3,1,1,0,1,12.0,2022,176
