#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,ATL 25,11,6:53,46,Field Goal,0,Falcons,12.0,2022,172
2,1,3:46,ATL 21,4,1:32,23,Punt,0,Falcons,12.0,2022,172
3,2,14:54,ATL 23,11,6:28,77,Touchdown,0,Falcons,12.0,2022,172
4,2,1:50,ATL 15,5,1:26,32,Downs,0,Falcons,12.0,2022,172
5,2,0:14,ATL 44,3,0:14,16,Missed FG,0,Falcons,12.0,2022,172
6,3,11:46,ATL 5,3,1:30,7,Punt,0,Falcons,12.0,2022,172
7,3,4:03,ATL 25,8,2:46,45,Field Goal,0,Falcons,12.0,2022,172
8,4,9:05,ATL 25,3,1:57,-1,Punt,0,Falcons,12.0,2022,172
9,4,5:03,ATL 16,10,4:05,80,Interception,0,Falcons,12.0,2022,172
