Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Courtland Sutton,DEN,8,6,75,0,4.0,66,11.0,9,1.5,10.0,0,,1,12.5,0,103.6,12.0,2022,173
Kendall Hinton,DEN,9,5,35,0,1.0,21,4.2,14,2.8,9.2,0,,1,11.1,0,64.6,12.0,2022,173
Greg Dulcich,DEN,3,2,11,0,1.0,1,0.5,10,5.0,10.3,0,,0,0.0,0,72.9,12.0,2022,173
Brandon Johnson,DEN,4,2,10,1,1.0,4,2.0,6,3.0,10.3,0,,0,0.0,0,95.8,12.0,2022,173
Marlon Mack,DEN,1,1,5,0,,0,0.0,5,5.0,0.0,0,,0,0.0,0,87.5,12.0,2022,173
Latavius Murray,DEN,1,1,6,0,1.0,4,4.0,2,2.0,4.0,0,,0,0.0,0,91.7,12.0,2022,173
Devine Ozigbo,DEN,1,1,3,0,,-4,-4.0,7,7.0,-4.0,0,,0,0.0,0,79.2,12.0,2022,173
Montrell Washington,DEN,3,1,-3,0,,-2,-2.0,-1,-1.0,18.0,0,,1,33.3,0,42.4,12.0,2022,173
Jalen Virgil,DEN,2,0,0,0,,0,,0,,15.5,0,,0,0.0,0,39.6,12.0,2022,173
D.J. Moore,CAR,6,4,103,1,4.0,97,24.3,6,1.5,23.5,0,,0,0.0,0,149.3,12.0,2022,173
Laviska Shenault Jr.,CAR,2,2,19,0,2.0,-6,-3.0,25,12.5,-3.0,0,,0,0.0,0,106.2,12.0,2022,173
Ian Thomas,CAR,2,2,21,0,2.0,0,0.0,21,10.5,0.0,0,,0,0.0,0,110.4,12.0,2022,173
Raheem Blackshear,CAR,2,1,11,0,,-4,-4.0,15,15.0,-2.0,0,,1,50.0,0,66.7,12.0,2022,173
Terrace Marshall Jr.,CAR,3,1,8,0,1.0,8,8.0,0,0.0,14.0,0,,0,0.0,0,42.4,12.0,2022,173
Tommy Tremble,CAR,2,1,2,0,,1,1.0,1,1.0,4.5,0,,0,0.0,0,56.2,12.0,2022,173
