Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Alvin Kamara,NOR,7,6,37,0,1.0,-2,-0.3,39,6.5,0.1,0,,0,0.0,0,88.7,12.0,2022,178
Chris Olave,NOR,9,5,62,0,3.0,48,9.6,14,2.8,14.6,0,,1,11.1,0,77.1,12.0,2022,178
Rashid Shaheed,NOR,3,2,53,0,2.0,34,17.0,19,9.5,17.0,0,,0,0.0,0,109.7,12.0,2022,178
Jarvis Landry,NOR,4,2,20,0,1.0,15,7.5,5,2.5,6.0,0,,0,0.0,0,64.6,12.0,2022,178
Adam Trautman,NOR,1,1,17,0,1.0,4,4.0,13,13.0,4.0,0,,0,0.0,0,118.7,12.0,2022,178
Tre'Quan Smith,NOR,1,1,8,0,,7,7.0,1,1.0,7.0,0,,0,0.0,0,100.0,12.0,2022,178
Taysom Hill,NOR,2,1,7,0,,6,6.0,1,1.0,5.0,0,,0,0.0,0,58.3,12.0,2022,178
Juwan Johnson,NOR,2,0,0,0,,0,,0,,9.0,0,,0,0.0,0,39.6,12.0,2022,178
Mark Ingram,NOR,1,0,0,0,0.0,0,,0,,0.0,0,,0,0.0,0,39.6,12.0,2022,178
Jauan Jennings,SFO,7,6,49,1,5.0,32,5.3,17,2.8,6.0,0,,0,0.0,0,135.4,12.0,2022,178
Brandon Aiyuk,SFO,8,5,65,0,2.0,37,7.4,28,5.6,10.6,0,,0,0.0,0,88.0,12.0,2022,178
Christian McCaffrey,SFO,6,4,17,0,1.0,2,0.5,15,3.8,3.5,0,,1,16.7,0,70.1,12.0,2022,178
George Kittle,SFO,4,3,26,0,2.0,15,5.0,11,3.7,5.0,0,,0,0.0,0,91.7,12.0,2022,178
Deebo Samuel,SFO,7,3,43,0,2.0,3,1.0,40,13.3,2.4,1,3.0,0,0.0,0,63.4,12.0,2022,178
Kyle Juszczyk,SFO,2,2,2,0,,2,1.0,0,0.0,1.0,0,,0,0.0,0,79.2,12.0,2022,178
Elijah Mitchell,SFO,2,2,8,0,0.0,-4,-2.0,12,6.0,-2.0,0,,0,0.0,0,83.3,12.0,2022,178
Ray-Ray McCloud,SFO,1,1,12,0,,12,12.0,0,0.0,12.0,0,,0,0.0,0,116.7,12.0,2022,178
