Player,Pos,home_team,team,week,year,game_id
Justin Herbert,QB,0,Chargers,12.0,2022,176
Austin Ekeler,RB,0,Chargers,12.0,2022,176
Keenan Allen,WR,0,Chargers,12.0,2022,176
DeAndre Carter,WR,0,Chargers,12.0,2022,176
Josh Palmer,WR,0,Chargers,12.0,2022,176
Tre' McKitty,TE,0,Chargers,12.0,2022,176
Trey Pipkins,T,0,Chargers,12.0,2022,176
Jamaree Salyer,G,0,Chargers,12.0,2022,176
Matt Feiler,G,0,Chargers,12.0,2022,176
Zion Johnson,G,0,Chargers,12.0,2022,176
Corey Linsley,C,0,Chargers,12.0,2022,176
Morgan Fox,DL,0,Chargers,12.0,2022,176
Sebastian Joseph-Day,DT,0,Chargers,12.0,2022,176
Kyle Van Noy,OLB,0,Chargers,12.0,2022,176
Khalil Mack,OLB,0,Chargers,12.0,2022,176
Kenneth Murray,LB,0,Chargers,12.0,2022,176
Drue Tranquill,LB,0,Chargers,12.0,2022,176
Michael Davis,CB,0,Chargers,12.0,2022,176
Asante Samuel Jr.,CB,0,Chargers,12.0,2022,176
Bryce Callahan,CB,0,Chargers,12.0,2022,176
Derwin James,S,0,Chargers,12.0,2022,176
Alohi Gilman,S,0,Chargers,12.0,2022,176
