Player,Tm,Def Interceptions Int,Def Interceptions Yds,Def Interceptions TD,Def Interceptions Lng,Def Interceptions PD,Sk,Tackles Comb,Tackles Solo,Tackles Ast,Tackles TFL,Tackles QBHits,Fumbles FR,Fumbles Yds,Fumbles TD,Fumbles FF,week,year,game_id
Melvin Ingram,MIA,0,0,0,0,0,1.0,2,2,0,1,1,0,0,0,0,9.0,2022,130
Duke Riley,MIA,0,0,0,0,0,1.0,2,1,1,1,0,0,0,0,0,9.0,2022,130
Elandon Roberts,MIA,0,0,0,0,0,0.0,10,5,5,0,0,0,0,0,0,9.0,2022,130
Kader Kohou,MIA,0,0,0,0,0,0.0,8,8,0,0,0,0,0,0,0,9.0,2022,130
Jerome Baker,MIA,0,0,0,0,0,0.0,7,4,3,0,0,0,0,0,0,9.0,2022,130
Eric Rowe,MIA,0,0,0,0,0,0.0,7,6,1,0,0,0,0,0,0,9.0,2022,130
Zach Sieler,MIA,0,0,0,0,0,0.0,7,5,2,0,0,0,0,0,0,9.0,2022,130
Jaelan Phillips,MIA,0,0,0,0,0,0.0,6,3,3,0,1,0,0,0,0,9.0,2022,130
Raekwon Davis,MIA,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0,9.0,2022,130
Jevon Holland,MIA,0,0,0,0,0,0.0,4,4,0,0,0,0,0,0,0,9.0,2022,130
Christian Wilkins,MIA,0,0,0,0,0,0.0,4,2,2,1,0,0,0,0,0,9.0,2022,130
Keion Crossen,MIA,0,0,0,0,1,0.0,2,1,1,0,0,0,0,0,0,9.0,2022,130
Xavien Howard,MIA,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,9.0,2022,130
Noah Igbinoghene,MIA,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,9.0,2022,130
Justin Bethel,MIA,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,9.0,2022,130
Elijah Campbell,MIA,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,9.0,2022,130
Bradley Chubb,MIA,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,9.0,2022,130
John Jenkins,MIA,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,9.0,2022,130
Emmanuel Ogbah,MIA,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,9.0,2022,130
Jason Sanders,MIA,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,9.0,2022,130
Tua Tagovailoa,MIA,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,9.0,2022,130
Kyler Gordon,CHI,0,0,0,0,0,0.0,8,7,1,0,0,0,0,0,0,9.0,2022,130
Eddie Jackson,CHI,0,0,0,0,0,0.0,7,6,1,0,0,0,0,0,0,9.0,2022,130
Jack Sanborn,CHI,0,0,0,0,0,0.0,7,7,0,0,0,0,0,0,0,9.0,2022,130
Jaquan Brisker,CHI,0,0,0,0,0,0.0,4,4,0,0,0,0,0,0,0,9.0,2022,130
Jaylon Johnson,CHI,0,0,0,0,1,0.0,4,3,1,0,0,0,0,0,0,9.0,2022,130
Nicholas Morrow,CHI,0,0,0,0,1,0.0,4,3,1,1,0,0,0,0,0,9.0,2022,130
Trevis Gipson,CHI,0,0,0,0,0,0.0,2,1,1,0,1,0,0,0,0,9.0,2022,130
Joe Thomas,CHI,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,9.0,2022,130
Angelo Blackson,CHI,0,0,0,0,0,0.0,1,1,0,0,1,0,0,0,0,9.0,2022,130
Elijah Hicks,CHI,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,9.0,2022,130
DeAndre Houston-Carson,CHI,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,9.0,2022,130
Justin Jones,CHI,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,9.0,2022,130
Jaylon Jones,CHI,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,9.0,2022,130
Al-Quadin Muhammad,CHI,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,9.0,2022,130
Armon Watts,CHI,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,9.0,2022,130
Mike Pennel,CHI,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,9.0,2022,130
